Abeomelomys sevia
Parotomys littledalei
Passalites nemorivagus
Pattonomys punctatus
Pattonomys semivillosus
Paucidentomys vermidax
Paynomys macronyx
Pectinator spekei
Pedetes capensis
Pekania pennanti
Pelea capreolus
Pelomys campanae
Pelomys fallax
Pelomys isseli
Pelomys minor
Pennatomys nivalis
Pentalagus furnessi
Penthetor lucasii
Peponocephala electra
Perameles bougainville
Perameles eremiana
Perameles gunnii
Perameles nasuta
Perameles notina
Perameles pallescens
Perimyotis subflavus
Perodicticus potto
Perognathus alticolus
Perognathus amplus
Perognathus fasciatus
Perognathus flavescens
Perognathus flavus
Perognathus inornatus
Perognathus longimembris
Perognathus merriami
Perognathus mollipilosus
Perognathus parvus
Peromyscus amplus
Peromyscus arcticus
Peromyscus attwateri
Peromyscus avius
Peromyscus aztecus
Peromyscus beatae
Peromyscus boylii
Peromyscus californicus
Peromyscus caniceps
Peromyscus carletoni
Peromyscus carolpattonae
Peromyscus collatus
Peromyscus collinus
Peromyscus crinitus
Peromyscus dickeyi
Peromyscus difficilis
Peromyscus ensinki
Peromyscus eremicus
Peromyscus eva
Peromyscus felipensis
Peromyscus fraterculus
Peromyscus furvus
Peromyscus gambelii
Peromyscus gossypinus
Peromyscus grandis
Peromyscus gratus
Peromyscus greenbaumi
Peromyscus guardia
Peromyscus guatemalensis
Peromyscus gymnotis
Peromyscus hooperi
Peromyscus hylocetes
Peromyscus interparietalis
Peromyscus keeni
Peromyscus kilpatricki
Peromyscus labecula
Peromyscus laceianus
Peromyscus leucopus
Peromyscus levipes
Peromyscus madrensis
Peromyscus maniculatus
Peromyscus mayensis
Peromyscus megalops
Peromyscus mekisturus
Peromyscus melanocarpus
Peromyscus melanophrys
Peromyscus melanotis
Peromyscus merriami
Peromyscus mexicanus
Peromyscus nasutus
Peromyscus nudipes
Peromyscus ochraventer
Peromyscus pectoralis
Peromyscus pembertoni
Peromyscus perfulvus
Peromyscus polionotus
Peromyscus polius
Peromyscus pseudocrinitus
Peromyscus purepechus
Peromyscus sagax
Peromyscus schmidlyi
Peromyscus sejugis
Peromyscus simulus
Peromyscus slevini
Peromyscus sonoriensis
Peromyscus spicilegus
Peromyscus stephani
Peromyscus stirtoni
Peromyscus truei
Peromyscus winkelmanni
Peromyscus yucatanicus
Peromyscus zarhynchus
Peropteryx kappleri
Peropteryx leucoptera
Peropteryx macrotis
Peropteryx pallidoptera
Peropteryx trinitatis
Peroryctes broadbenti
Peroryctes raffrayana
Petaurillus kinlochii
Petaurista albiventer
Petaurista alborufus
Petaurista caniceps
Petaurista elegans
Petaurista grandis
Petaurista hainana
Petaurista lena
Petaurista leucogenys
Petaurista petaurista
Petaurista philippensis
Petaurista xanthotis
Petaurista yunanensis
Petauroides volans
Petaurus abidi
Petaurus ariel
Petaurus australis
Petaurus breviceps
Petaurus gracilis
Petaurus norfolcensis
Petaurus notatus
Petaurus papuanus
Petinomys fuscocapillus
Petinomys setosus
Petrodromus tetradactylus
Petrogale assimilis
Petrogale brachyotis
Petrogale burbidgei
Petrogale coenensis
Petrogale concinna
Petrogale godmani
Petrogale herberti
Petrogale inornata
Petrogale lateralis
Petrogale mareeba
Petrogale penicillata
Petrogale persephone
Petrogale purpureicollis
Petrogale rothschildi
Petrogale sharmani
Petrogale wilkinsi
Petrogale xanthopus
Petromus typicus
Petromyscus collinus
Petromyscus monticularis
Petrosaltator rozeti
Phacochoerus aethiopicus
Phacochoerus africanus
Phaenomys ferrugineus
Phalanger carmelitae
Phalanger gymnotis
Phalanger lullulae
Phalanger maculatus
Phalanger matanim
Phalanger orientalis
Phalanger sericeus
Phalanger vestitus
Phaner electromontis
Phaner furcifer
Phaner pallescens
Phaner parienti
Phascogale calura
Phascogale pirata
Phascogale tapoatafa
Phascolarctos cinereus
Phascolosorex doriae
Phascolosorex dorsalis
Phataginus tetradactyla
Phataginus tricuspis
Phenacomys intermedius
Phenacomys ungava
Philander andersoni
Philander canus
Philander frenatus
Philander mcilhennyi
Philander melanurus
Philander nigratus
Philander opossum
Philander pallidus
Philander pebas
Philander quica
Philantomba maxwellii
Philantomba monticola
Philantomba walteri
Philetor brachypterus
Phloeomys cumingi
Phloeomys pallidus
Phoca fasciata
Phoca groenlandica
Phoca largha
Phoca vitulina
Phocarctos hookeri
Phocoena dioptrica
Phocoena phocoena
Phocoena sinus
Phocoena spinipinnis
Phocoenoides dalli
Phodopus campbelli
Phodopus roborovskii
Phodopus sungorus
Phoniscus jagorii
Phylloderma stenops
Phyllomys blainvillii
Phyllomys brasiliensis
Phyllomys centralis
Phyllomys dasythrix
Phyllomys kerri
Phyllomys lamarum
Phyllomys lundi
Phyllomys mantiqueirensis
Phyllomys nigrispinus
Phyllomys pattoni
Phyllomys sulinus
Phyllomys unicolor
Phyllonycteris aphylla
Phyllonycteris obtusa
Phyllonycteris poeyi
Phyllops falcatus
Phyllostomus discolor
Phyllostomus elongatus
Phyllostomus hastatus
Phyllostomus latifolius
Phyllotis alisosiensis
Phyllotis amicus
Phyllotis andium
Phyllotis anitae
Phyllotis bonariensis
Phyllotis caprinus
Phyllotis darwinii
Phyllotis definitus
Phyllotis gerbillus
Phyllotis haggardi
Phyllotis limatus
Phyllotis magister
Phyllotis osgoodi
Phyllotis osilae
Phyllotis pearsoni
Phyllotis rupestris
Phyllotis stenops
Phyllotis vaccarum
Phyllotis wolffsohni
Phyllotis xanthopygus
Physeter macrocephalus
Piliocolobus badius
Piliocolobus foai
Piliocolobus gordonorum
Piliocolobus kirkii
Piliocolobus pennantii
Piliocolobus preussi
Piliocolobus rufomitratus
Piliocolobus tephrosceles
Piliocolobus tholloni
Pipanacoctomys aureus
Pipistrellus abramus
Pipistrellus ceylonicus
Pipistrellus coromandra
Pipistrellus dhofarensis
Pipistrellus endoi
Pipistrellus hanaki
Pipistrellus hesperidus
Pipistrellus javanicus
Pipistrellus kuhlii
Pipistrellus maderensis
Pipistrellus nanulus
Pipistrellus nathusii
Pipistrellus paterculus
Pipistrellus pipistrellus
Pipistrellus pygmaeus
Pipistrellus raceyi
Pipistrellus rusticus
Pipistrellus stenopterus
Pipistrellus tenuis
Pithecheir melanurus
Pithecheir parva
Pithecia aequatorialis
Pithecia albicans
Pithecia chrysocephala
Pithecia hirsuta
Pithecia irrorata
Pithecia mittermeieri
Pithecia monachus
Pithecia pissinatti
Pithecia pithecia
Pithecia vanzolinii
Plagiodontia aedium
Planigale gilesi
Planigale ingrami
Planigale kendricki
Planigale maculata
Planigale novaeguineae
Planigale tealei
Planigale tenuirostris
Platacanthomys lasiurus
Platalina genovensium
Platanista gangetica
Platanista indi
Platanista minor
Platygonus compressus
Platyrrhinus albericoi
Platyrrhinus angustirostris
Platyrrhinus aurarius
Platyrrhinus brachycephalus
Platyrrhinus chocoensis
Platyrrhinus dorsalis
Platyrrhinus fusciventris
Platyrrhinus guianensis
Platyrrhinus helleri
Platyrrhinus incarum
Platyrrhinus infuscus
Platyrrhinus ismaeli
Platyrrhinus lineatus
Platyrrhinus masu
Platyrrhinus matapalensis
Platyrrhinus recifinus
Platyrrhinus umbratus
Platyrrhinus vittatus
Plecotus auritus
Plecotus austriacus
Plecotus balensis
Plecotus christii
Plecotus gaisleri
Plecotus gobiensis
Plecotus homochrous
Plecotus kolombatovici
Plecotus kozlovi
Plecotus macrobullaris
Plecotus ognevi
Plecotus sacrimontis
Plecotus sardus
Plecotus strelkovi
Plecotus teneriffae
Plecotus turkmenicus
Plecotus wardi
Plecturocebus bernhardi
Plecturocebus brunneus
Plecturocebus caligatus
Plecturocebus cinerascens
Plecturocebus cupreus
Plecturocebus discolor
Plecturocebus donacophilus
Plecturocebus dubius
Plecturocebus grovesi
Plecturocebus hoffmannsi
Plecturocebus miltoni
Plecturocebus moloch
Plecturocebus oenanthe
Plecturocebus toppini
Plecturocebus vieirai
Plerotes anchietae
Podogymnura aureospinula
Podogymnura truei
Podomys floridanus
Podoxymys roraimae
Poecilogale albinucha
Poelagus marjorita
Pogonomelomys mayeri
Pogonomys loriae
Pogonomys macrourus
Pogonomys mollipilosus
Pogonomys sylvestris
Poiana richardsonii
Poliocitellus franklinii
Pongo abelii
Pongo pygmaeus
Pongo tapanuliensis
Pontoporia blainvillei
Porcula salvania
Potamochoerus larvatus
Potamochoerus porcus
Potamogale velox
Potorous gilbertii
Potorous longipes
Potorous platyops
Potorous tridactylus
Potos flavus
Praomys coetzeei
Praomys daltoni
Praomys degraaffi
Praomys derooi
Praomys erythroleucus
Praomys fumatus
Praomys hartwigi
Praomys jacksoni
Praomys lukolelae
Praomys mattheyi
Praomys minor
Praomys misonnei
Praomys morio
Praomys mutoni
Praomys obscurus
Praomys petteri
Praomys rostratus
Praomys taitae
Praomys tullbergi
Presbytis bicolor
Presbytis chrysomelas
Presbytis comata
Presbytis femoralis
Presbytis frontata
Presbytis hosei
Presbytis melalophos
Presbytis potenziani
Presbytis rubicunda
Presbytis senex
Presbytis siberu
Presbytis sumatrana
Presbytis thomasi
Priapomys leonardi
Priodontes maximus
Prionailurus bengalensis
Prionailurus iriomotensis
Prionailurus planiceps
Prionailurus rubiginosus
Prionailurus viverrinus
Prionodon linsang
Prionodon pardicolor
Procapra gutturosa
Procapra picticaudata
Procapra przewalskii
Procavia capensis
Procavia johnstoni
Procolobus verus
Procyon cancrivorus
Procyon lotor
Procyon minor
Procyon pygmaeus
Proechimys brevicauda
Proechimys cuvieri
Proechimys echinothrix
Proechimys gardneri
Proechimys goeldii
Proechimys guairae
Proechimys gularis
Proechimys guyannensis
Proechimys hoplomyoides
Proechimys kulinae
Proechimys longicaudatus
Proechimys mincae
Proechimys oris
Proechimys pattoni
Proechimys poliopus
Proechimys quadruplicatus
Proechimys roberti
Proechimys semispinosus
Proechimys simonsi
Proechimys steerei
Proechimys trinitatis
Proedromys bedfordi
Profelis aurata
Prolagus sardus
Prolemur simus
Prometheomys schaposchnikovi
Promops centralis
Promops davisoni
Promops nasutus
Pronolagus crassicaudatus
Pronolagus randensis
Pronolagus rupestris
Pronolagus saundersiae
Propithecus candidus
Propithecus coquereli
Propithecus deckenii
Propithecus diadema
Propithecus edwardsi
Propithecus perrieri
Propithecus tattersalli
Propithecus verreauxi
Prosciurillus abstrusus
Prosciurillus leucomus
Prosciurillus murinus
Prosciurillus weberi
Proteles cristata
Proteles septentrionalis
Protemnodon anak
Protoxerus stangeri
Psammomys obesus
Psammomys vexillaris
Pseudantechinus bilarni
Pseudantechinus macdonnellensis
Pseudantechinus mimulus
Pseudantechinus ningbing
Pseudantechinus roryi
Pseudantechinus woolleyae
Pseudocheirus occidentalis
Pseudocheirus peregrinus
Pseudochirops albertisii
Pseudochirops archeri
Pseudochirops corinnae
Pseudochirops cupreus
Pseudochirops dahlii
Pseudochirulus canescens
Pseudochirulus caroli
Pseudochirulus forbesi
Pseudochirulus herbertensis
Pseudochirulus mayeri
Pseudohydromys ellermani
Pseudohydromys musseri
Pseudohydromys pumehanae
Pseudois nayaur
Pseudois schaeferi
Pseudomys albocinereus
Pseudomys apodemoides
Pseudomys australis
Pseudomys bolami
Pseudomys calabyi
Pseudomys chapmani
Pseudomys delicatulus
Pseudomys desertor
Pseudomys fieldi
Pseudomys fumeus
Pseudomys gouldii
Pseudomys gracilicaudatus
Pseudomys hermannsburgensis
Pseudomys higginsi
Pseudomys johnsoni
Pseudomys laborifex
Pseudomys nanus
Pseudomys novaehollandiae
Pseudomys occidentalis
Pseudomys oralis
Pseudomys patrius
Pseudomys pilligaensis
Pseudomys shortridgei
Pseudonovibos spiralis
Pseudorca crassidens
Pseudoromicia brunnea
Pseudoromicia isabella
Pseudoromicia kityoi
Pseudoromicia mbamminkom
Pseudoromicia nyanza
Pseudoromicia principis
Pseudoromicia rendalli
Pseudoromicia roseveari
Pseudoromicia tenuipinnis
Pseudoryx nghetinhensis
Pseudoryzomys simplex
Pseudosoriculus fumidus
Ptenochirus jagorii
Ptenochirus minor
Ptenochirus wetmorei
Pteralopex atrata
Pteralopex taki
Pteromys momonga
Pteromys volans
Pteromyscus pulverulentus
Pteronotus alitonus
Pteronotus davyi
Pteronotus fuliginosus
Pteronotus fulvus
Pteronotus gymnonotus
Pteronotus macleayii
Pteronotus mesoamericanus
Pteronotus parnellii
Pteronotus personatus
Pteronotus psilotis
Pteronotus pusillus
Pteronotus quadridens
Pteronotus rubiginosus
Pteronura brasiliensis
Pteropus admiralitatum
Pteropus aldabrensis
Pteropus alecto
Pteropus anetianus
Pteropus caniceps
Pteropus capistratus
Pteropus chrysoproctus
Pteropus cognatus
Pteropus conspicillatus
Pteropus dasymallus
Pteropus faunulus
Pteropus fundatus
Pteropus gilliardi
Pteropus griseus
Pteropus hypomelanus
Pteropus livingstonii
Pteropus lombocensis
Pteropus lylei
Pteropus macrotis
Pteropus mahaganus
Pteropus mariannus
Pteropus medius
Pteropus melanopogon
Pteropus melanotus
Pteropus molossinus
Pteropus neohibernicus
Pteropus niger
Pteropus nitendiensis
Pteropus ocularis
Pteropus ornatus
Pteropus pelagicus
Pteropus pelewensis
Pteropus personatus
Pteropus pohlei
Pteropus poliocephalus
Pteropus pselaphon
Pteropus pumilus
Pteropus rayneri
Pteropus rennelli
Pteropus rodricensis
Pteropus rufus
Pteropus samoensis
Pteropus scapulatus
Pteropus seychellensis
Pteropus speciosus
Pteropus temminckii
Pteropus tokudae
Pteropus tonganus
Pteropus tuberculatus
Pteropus ualanus
Pteropus vampyrus
Pteropus vetulus
Pteropus voeltzkowi
Pteropus woodfordi
Ptilocercus lowii
Pudu mephistophiles
Pudu puda
Puma concolor
Punomys kofordi
Punomys lemminus
Pusa caspica
Pusa hispida
Pusa saimensis
Pusa sibirica
Pygathrix cinerea
Pygathrix nemaeus
Pygathrix nigripes
Pygeretmus platyurus
Pygeretmus pumilio
Pygeretmus shitkovi
Pygoderma bilabiatum
Rangifer tarandus
Raphicerus campestris
Raphicerus melanotis
Raphicerus sharpei
Rattus andamanensis
Rattus annandalei
Rattus argentiventer
Rattus baluensis
Rattus colletti
Rattus detentus
Rattus everetti
Rattus exulans
Rattus facetus
Rattus flavipectus
Rattus fuscipes
Rattus giluwensis
Rattus hoffmanni
Rattus hoogerwerfi
Rattus korinchi
Rattus leucopus
Rattus losea
Rattus lutreolus
Rattus macleari
Rattus mindorensis
Rattus moluccarius
Rattus montanus
Rattus mordax
Rattus morotaiensis
Rattus nativitatis
Rattus niobe
Rattus nitidus
Rattus norvegicus
Rattus novaeguineae
Rattus praetor
Rattus pyctoris
Rattus ranjiniae
Rattus rattus
Rattus sakeratensis
Rattus satarae
Rattus sordidus
Rattus steini
Rattus tanezumi
Rattus timorensis
Rattus tiomanicus
Rattus tunneyi
Rattus verecundus
Rattus villosissimus
Rattus xanthurus
Ratufa affinis
Ratufa bicolor
Ratufa indica
Ratufa macroura
Redunca arundinum
Redunca fulvorufula
Redunca redunca
Reithrodon auritus
Reithrodon typicus
Reithrodontomys bakeri
Reithrodontomys brevirostris
Reithrodontomys cherrii
Reithrodontomys chrysopsis
Reithrodontomys creper
Reithrodontomys darienensis
Reithrodontomys fulvescens
Reithrodontomys garichensis
Reithrodontomys gracilis
Reithrodontomys hirsutus
Reithrodontomys humulis
Reithrodontomys megalotis
Reithrodontomys mexicanus
Reithrodontomys microdon
Reithrodontomys montanus
Reithrodontomys raviventris
Reithrodontomys spectabilis
Reithrodontomys sumichrasti
Reithrodontomys tenuirostris
Reithrodontomys wagneri
Reithrodontomys zacatecae
Rhabdomys bechuanae
Rhabdomys chakae
Rhabdomys dilectus
Rhabdomys intermedius
Rhabdomys pumilio
Rhagomys jequitiba
Rhagomys longilingua
Rhagomys rufescens
Rheithrosciurus macrotis
Rheomys mexicanus
Rheomys raptor
Rheomys thomasi
Rhinoceros sondaicus
Rhinoceros unicornis
Rhinolophus acuminatus
Rhinolophus affinis
Rhinolophus alcyone
Rhinolophus andamanensis
Rhinolophus arcuatus
Rhinolophus beddomei
Rhinolophus blasii
Rhinolophus bocharicus
Rhinolophus borneensis
Rhinolophus capensis
Rhinolophus celebensis
Rhinolophus chaseni
Rhinolophus chiewkweeae
Rhinolophus clivosus
Rhinolophus coelophyllus
Rhinolophus cognatus
Rhinolophus cornutus
Rhinolophus creaghi
Rhinolophus damarensis
Rhinolophus darlingi
Rhinolophus deckenii
Rhinolophus denti
Rhinolophus eloquens
Rhinolophus euryale
Rhinolophus euryotis
Rhinolophus ferrumequinum
Rhinolophus formosae
Rhinolophus francisi
Rhinolophus fumigatus
Rhinolophus gorongosae
Rhinolophus hildebrandti
Rhinolophus hilli
Rhinolophus hipposideros
Rhinolophus indorouxii
Rhinolophus inops
Rhinolophus inops/arcuatus
Rhinolophus inops/subrufus
Rhinolophus kahuzi
Rhinolophus landeri
Rhinolophus lepidus
Rhinolophus lobatus
Rhinolophus luctoides
Rhinolophus luctus
Rhinolophus mabuensis
Rhinolophus maclaudi
Rhinolophus macrotis
Rhinolophus malayanus
Rhinolophus marshalli
Rhinolophus megaphyllus
Rhinolophus mehelyi
Rhinolophus microglobosus
Rhinolophus monoceros
Rhinolophus monticolus
Rhinolophus morio
Rhinolophus mossambicus
Rhinolophus nippon
Rhinolophus osgoodi
Rhinolophus pearsonii
Rhinolophus perditus
Rhinolophus perniger
Rhinolophus philippinensis
Rhinolophus pumilus
Rhinolophus pusillus
Rhinolophus rex
Rhinolophus rhodesiae
Rhinolophus robinsoni
Rhinolophus rouxii
Rhinolophus rufus
Rhinolophus ruwenzorii
Rhinolophus sakejiensis
Rhinolophus sedulus
Rhinolophus shameli
Rhinolophus shortridgei
Rhinolophus siamensis
Rhinolophus simulator
Rhinolophus sinicus
Rhinolophus stheno
Rhinolophus subrufus
Rhinolophus subrufus/arcuatus
Rhinolophus swinnyi
Rhinolophus thailandensis
Rhinolophus thomasi
Rhinolophus trifoliatus
Rhinolophus virgo
Rhinolophus webalai
Rhinolophus willardi
Rhinolophus xinanzhongguoensis
Rhinolophus yonghoiseni
Rhinolophus yunanensis
Rhinonicteris aurantia
Rhinophylla alethina
Rhinophylla fischerae
Rhinophylla pumilio
Rhinopithecus avunculus
Rhinopithecus bieti
Rhinopithecus brelichi
Rhinopithecus roxellana
Rhinopithecus strykeri
Rhinopoma cystops
Rhinopoma hadramauticum
Rhinopoma hardwickii
Rhinopoma macinnesi
Rhinopoma microphyllum
Rhinopoma muscatellum
Rhinosciurus laticaudatus
Rhipidomys albujai
Rhipidomys austrinus
Rhipidomys cariri
Rhipidomys emiliae
Rhipidomys gardneri
Rhipidomys ipukensis
Rhipidomys itoan
Rhipidomys latimanus
Rhipidomys leucodactylus
Rhipidomys macconnelli
Rhipidomys macrurus
Rhipidomys mastacalis
Rhipidomys nitela
Rhipidomys scandens
Rhipidomys tribei
Rhipidomys venezuelae
Rhipidomys venustus
Rhipidomys wetzeli
Rhipidomys ybyrae
Rhizomys pruinosus
Rhizomys sinensis
Rhizomys sumatrensis
Rhogeessa aenea
Rhogeessa bickhami
Rhogeessa genowaysi
Rhogeessa io
Rhogeessa menchuae
Rhogeessa mira
Rhogeessa parvula
Rhogeessa permutandis
Rhogeessa tumida
Rhogeessa velilla
Rhombomys opimus
Rhynchocyon chrysopygus
Rhynchocyon cirnei
Rhynchocyon petersi
Rhynchocyon stuhlmanni
Rhynchocyon udzungwensis
Rhynchogale melleri
Rhyncholestes raphanurus
Rhynchomeles prattorum
Rhynchomys banahao
Rhynchomys isarogensis
Rhynchomys labo
Rhynchomys soricoides
Rhynchomys tapulao
Rhynchonycteris naso
Rhyneptesicus nasutus
Romerolagus diazi
Rousettus aegyptiacus
Rousettus amplexicaudatus
Rousettus celebensis
Rousettus leschenaultii
Rousettus linduensis
Rousettus madagascariensis
Rousettus obliviosus
Rousettus spinalatus
Rubrisciurus rubriventer
Rucervus duvaucelii
Rucervus eldii
Rucervus schomburgki
Rungwecebus kipunji
Rupicapra pyrenaica
Rupicapra rupicapra
Rusa alfredi
Rusa marianna
Rusa timorensis
Rusa unicolor
Ruwenzorisorex suncoides
Saccolaimus flaviventris
Saccolaimus saccolaimus
Saccopteryx bilineata
Saccopteryx canescens
Saccopteryx gymnura
Saccopteryx leptura
Saccostomus campestris
Saccostomus mashonae
Saccostomus mearnsi
Saccostomus umbriventer
Sagmatias australis
Sagmatias cruciger
Sagmatias obliquidens
Sagmatias obscurus
Saguinus bicolor
Saguinus geoffroyi
Saguinus graellsi
Saguinus imperator
Saguinus inustus
Saguinus labiatus
Saguinus leucopus
Saguinus martinsi
Saguinus melanoleucus
Saguinus midas
Saguinus mystax
Saguinus niger
Saguinus oedipus
Saguinus ursulus
Saguinus weddelli
Saiga tatarica
Saimiri boliviensis
Saimiri cassiquiarensis
Saimiri macrodon
Saimiri oerstedii
Saimiri sciureus
Saimiri ustus
Saimiri vanzolinii
Salanoia concolor
Salanoia durrelli
Salinomys delicatus
Salpingotus crassicauda
Salpingotus kozlovi
Santamartamys rufodorsalis
Sapajus apella
Sapajus cay
Sapajus flavius
Sapajus libidinosus
Sapajus nigritus
Sapajus xanthosternos
Sarcophilus harrisii
Sauromys petrophilus
Saxatilomys paulinae
Scalopus aquaticus
Scapanulus oweni
Scapanus anthonyi
Scapanus latimanus
Scapanus occultus
Scapanus orarius
Scapanus townsendii
Scapteromys aquaticus
Scapteromys meridionalis
Scapteromys tumidus
Scaptochirus moschatus
Scaptonyx fusicauda
Scarturus aulacotis
Scarturus caprimulga
Scarturus elater
Scarturus euphraticus
Scarturus heptneri
Scarturus hotsoni
Scarturus indica
Scarturus tetradactyla
Scarturus toussi
Scarturus vinogradovi
Scarturus williamsi
Sciurillus pusillus
Sciurotamias davidianus
Sciurotamias forresti
Sciurus aberti
Sciurus alleni
Sciurus anomalus
Sciurus aureogaster
Sciurus carolinensis
Sciurus deppei
Sciurus flammifer
Sciurus gilvigularis
Sciurus granatensis
Sciurus ignitus
Sciurus lis
Sciurus meridionalis
Sciurus niger
Sciurus oculatus
Sciurus variegatoides
Sciurus vulgaris
Scolomys juruaense
Scolomys melanops
Scolomys ucayalensis
Scotinomys teguina
Scotinomys xerampelinus
Scotoecus albofuscus
Scotoecus hindei
Scotoecus hirundo
Scotomanes ornatus
Scotonycteris bergmansi
Scotonycteris occidentalis
Scotonycteris zenkeri
Scotophilus andrewreborii
Scotophilus borbonicus
Scotophilus dinganii
Scotophilus heathii
Scotophilus kuhlii
Scotophilus leucogaster
Scotophilus livingstonii
Scotophilus marovaza
Scotophilus nigrita
Scotophilus nucella
Scotophilus nux
Scotophilus robustus
Scotophilus tandrefana
Scotophilus trujilloi
Scotophilus viridis
Scotozous dormeri
Scutisorex congicus
Scutisorex somereni
Scutisorex thori
Sekeetamys calurus
Selevinia betpakdalaensis
Semnopithecus ajax
Semnopithecus entellus
Semnopithecus hector
Semnopithecus hypoleucos
Semnopithecus priam
Semnopithecus schistaceus
Serengetimys pernanus
Setifer setosus
Setirostris eleryi
Setonix brachyurus
Sicista armenica
Sicista betulina
Sicista caucasica
Sicista caudata
Sicista cimlanica
Sicista concolor
Sicista kazbegica
Sicista kluchorica
Sicista lorigera
Sicista napaea
Sicista nordmanni
Sicista severtzovi
Sicista strandi
Sicista subtilis
Sicista tianschanica
Sicista trizona
Sigmodon alleni
Sigmodon alstoni
Sigmodon arizonae
Sigmodon fulviventer
Sigmodon hirsutus
Sigmodon hispidus
Sigmodon leucotis
Sigmodon mascotensis
Sigmodon ochrognathus
Sigmodon peruanus
Sigmodon toltecus
Sigmodon zanjonensis
Sigmodontomys alfari
Sigmodontomys aphrastus
Simias concolor
Simosciurus nebouxii
Simosciurus stramineus
Simosthenurus occidentalis
Sinomegaceros ordosianus
Sinomegaceros pachyosteus
Smilodon fatalis
Smilodon populator
Sminthopsis aitkeni
Sminthopsis archeri
Sminthopsis bindi
Sminthopsis butleri
Sminthopsis crassicaudata
Sminthopsis dolichura
Sminthopsis douglasi
Sminthopsis froggatti
Sminthopsis gilberti
Sminthopsis granulipes
Sminthopsis griseoventer
Sminthopsis hirtipes
Sminthopsis leucopus
Sminthopsis longicaudata
Sminthopsis macroura
Sminthopsis murina
Sminthopsis ooldea
Sminthopsis psammophila
Sminthopsis stalkeri
Sminthopsis virginiae
Sminthopsis youngsoni
Smutsia gigantea
Smutsia temminckii
Solenodon paradoxus
Solisorex pearsoni
Solomys ponceleti
Solomys salebrosus
Sommeromys macrorhinos
Sooretamys angouya
Sorex albibarbis
Sorex alpinus
Sorex antinorii
Sorex araneus
Sorex arcticus
Sorex arizonae
Sorex asper
Sorex bairdi
Sorex bedfordiae
Sorex bendirii
Sorex buchariensis
Sorex caecutiens
Sorex camtschatica
Sorex cansulus
Sorex chiapensis
Sorex cinereus
Sorex coronatus
Sorex cylindricauda
Sorex daphaenodon
Sorex dispar
Sorex emarginatus
Sorex excelsus
Sorex fumeus
Sorex gaspensis
Sorex gracillimus
Sorex granarius
Sorex haydeni
Sorex hosonoi
Sorex hoyi
Sorex hydrodromus
Sorex isodon
Sorex jacksoni
Sorex leucogaster
Sorex longirostris
Sorex lyelli
Sorex macrodon
Sorex maritimensis
Sorex milleri
Sorex minutissimus
Sorex minutus
Sorex mirabilis
Sorex monticolus
Sorex mutabilis
Sorex nanus
Sorex neomexicanus
Sorex ornatus
Sorex pacificus
Sorex palustris
Sorex portenkoi
Sorex preblei
Sorex raddei
Sorex roboratus
Sorex rohweri
Sorex samniticus
Sorex satunini
Sorex saussurei
Sorex shinto
Sorex sinalis
Sorex sonomae
Sorex tenellus
Sorex thibetanus
Sorex thompsoni
Sorex trowbridgii
Sorex tundrensis
Sorex ugyunak
Sorex unguiculatus
Sorex vagrans
Sorex ventralis
Sorex veraepacis
Sorex volnuchini
Sorex yukonicus
Soricomys kalinga
Soricomys leonardocoi
Soricomys montanus
Soricomys musseri
Soriculus beibengensis
Soriculus nigrescens
Sotalia fluviatilis
Sotalia guianensis
Sousa chinensis
Sousa plumbea
Sousa sahulensis
Sousa teuszii
Spalacopus cyanus
Spalax antiquus
Spalax arenarius
Spalax carmeli
Spalax giganteus
Spalax graecus
Spalax istricus
Spalax microphthalmus
Spalax uralensis
Spalax zemni
Speothos venaticus
Spermophilopsis leptodactylus
Spermophilus alashanicus
Spermophilus brevicauda
Spermophilus citellus
Spermophilus dauricus
Spermophilus erythrogenys
Spermophilus fulvus
Spermophilus major
Spermophilus musicus
Spermophilus odessanus
Spermophilus pallidicauda
Spermophilus pygmaeus
Spermophilus ralli
Spermophilus relictus
Spermophilus suslicus
Spermophilus taurensis
Spermophilus xanthoprymnus
Sphaerias blanfordi
Sphaeronycteris toxophyllum
Spilocuscus kraemeri
Spilocuscus maculatus
Spilocuscus rufoniger
Spilogale angustifrons
Spilogale gracilis
Spilogale interrupta
Spilogale putorius
Spilogale pygmaea
Srilankamys ohiensis
Steatomys krebsii
Steatomys parvus
Steatomys pratensis
Stenella attenuata
Stenella clymene
Stenella coeruleoalba
Stenella frontalis
Stenella longirostris
Stenella plagiodon
Steno bredanensis
Stenocephalemys albipes
Stenocephalemys albocaudata
Stenocephalemys griseicauda
Stenocephalemys ruppi
Stenocephalemys sokolovi
Stenocephalemys zimai
Stenocranius gregalis
Stenocranius raddei
Stenoderma rufum
Stenonycteris lanosa
Stephanorhinus kirchbergensis
Stochomys longicaudatus
Strigocuscus celebensis
Strigocuscus pelengensis
Sturnira adrianae
Sturnira angeli
Sturnira aratathomasi
Sturnira bakeri
Sturnira bidens
Sturnira bogotensis
Sturnira burtonlimi
Sturnira erythromos
Sturnira giannae
Sturnira hondurensis
Sturnira koopmanhilli
Sturnira lilium
Sturnira ludovici
Sturnira luisi
Sturnira magna
Sturnira mordax
Sturnira nana
Sturnira oporaphilum
Sturnira parvidens
Sturnira perla
Sturnira tildae
Styloctenium mindorense
Styloctenium wallacei
Stylodipus andrewsi
