number,scientific_name,english_common_name
2478,Lontra felina,Otter
2479,Lontra longicaudis,Otter
2480,Lontra provocax,Otter
2482,Lophocebus albigena,Monkey
2483,Lophocebus aterrimus,Monkey
2484,Lophostoma brasiliense,Bat
2485,Lophostoma carrikeri,Bat
2486,Lophostoma evote,Bat
2487,Lophostoma occidentale,Bat
2488,Lophostoma schulzi,Bat
2489,Lophostoma silvicola,Bat
2490,Lophuromys angolensis,Mouse
2491,Lophuromys ansorgei,Mouse
2492,Lophuromys aquilus,Mouse
2493,Lophuromys brevicaudus,Mouse
2494,Lophuromys brunneus,Mouse
2495,Lophuromys chercherensis,Mouse
2496,Lophuromys chrysopus,Mouse
2497,Lophuromys dudui,Mouse
2498,Lophuromys flavopunctatus,Mouse
2499,Lophuromys kilonzoi,Mouse
2500,Lophuromys laticeps,Mouse
2501,Lophuromys machangui,Mouse
2502,Lophuromys makundii,Mouse
2503,Lophuromys melanonyx,Mouse
2504,Lophuromys menageshae,Mouse
2505,Lophuromys nudicaudus,Mouse
2506,Lophuromys pseudosikapusi,Mouse
2507,Lophuromys rahmi,Mouse
2508,Lophuromys sabuni,Mouse
2509,Lophuromys sikapusi,Mouse
2510,Lophuromys simensis,Mouse
2511,Lophuromys stanleyi,Mouse
2512,Lophuromys verhageni,Mouse
2513,Lophuromys woosnami,Mouse
2514,Lophuromys zena,Mouse
2515,Lorentzimys nouhuysi,Mouse
2516,Loris lydekkerianus,Loris
2517,Loris tardigradus,Slow Loris
2518,Loxodonta africana,Elephant
2519,Loxodonta cyclotis,Elephant
2520,Loxodontomys micropus,Mouse
2521,Lundomys molitor,Mouse
2522,Lutra lutra,Otter
2523,Lutra nippon,Otter
2524,Lutra sumatrana,Otter
2525,Lutreolina crassicaudata,Opossum
2527,Lutrogale perspicillata,Otter
2528,Lycalopex culpaeus,Fox
2529,Lycalopex fulvipes,Fox
2530,Lycalopex griseus,Fox
2531,Lycalopex gymnocercus,Fox
2532,Lycalopex sechurae,Fox
2533,Lycalopex vetulus,Fox
2534,Lycaon pictus,African Wild Dog
2535,Lyncodon patagonicus,Weasel
2536,Lynx canadensis,Lynx
2537,Lynx lynx,Lynx
2538,Lynx pardinus,Lynx
2539,Lynx rufus,Bobcat
2540,Lyroderma lyra,Bat
2541,Macaca arctoides,Monkey
2542,Macaca assamensis,Monkey
2543,Macaca balantak,Monkey
2544,Macaca brunnescens,Monkey
2545,Macaca cyclopis,Monkey
2546,Macaca fascicularis,Monkey
2547,Macaca fuscata,Monkey
2548,Macaca hecki,Monkey
2549,Macaca leonina,Monkey
2550,Macaca leucogenys,Monkey
2551,Macaca maura,Monkey
2552,Macaca mulatta,Rhesus Monkey
2553,Macaca munzala,Monkey
2554,Macaca nemestrina,Monkey
2555,Macaca nigra,Monkey
2556,Macaca nigrescens,Monkey
2557,Macaca ochreata,Monkey
2558,Macaca pagensis,Monkey
2559,Macaca radiata,Monkey
2560,Macaca siberu,Monkey
2561,Macaca silenus,Monkey
2562,Macaca sinica,Monkey
2563,Macaca sylvanus,Barbary Macaque
2564,Macaca thibetana,Monkey
2565,Macaca tonkeana,Monkey
2567,Macroderma gigas,Bat
2569,Macroglossus minimus,Bat
2570,Macroglossus sobrinus,Bat
2571,Macronycteris commersonii,Bat
2572,Macronycteris cryptovalorona,Bat
2573,Macronycteris gigas,Bat
2574,Macronycteris vittatus,Bat
2575,Macrophyllum macrophyllum,Bat
2576,Macropus fuliginosus,Kangaroo
2577,Macropus giganteus,Kangaroo
2578,Macroscelides flavicaudatus,Elephant Shrew
2579,Macroscelides micus,Elephant Shrew
2580,Macroscelides proboscideus,Elephant Shrew
2581,Macrotarsomys bastardi,Mouse
2582,Macrotarsomys ingens,Mouse
2583,Macrotis lagotis,Bilby
2584,Macrotis leucura,Bilby
2585,Macrotus californicus,Bat
2586,Macrotus waterhousii,Bat
2587,Macruromys major,Rat
2588,Madoqua guentheri,Dik-dik
2589,Madoqua kirkii,Dik-dik
2590,Madoqua saltiana,Dik-dik
2593,Malacomys cansdalei,Mouse
2594,Malacomys edwardsi,Mouse
2595,Malacomys longipes,Mouse
2597,Mallomys aroaensis,Mouse
2598,Mallomys istapantap,Mouse
2599,Mallomys rothschildi,Rat
2600,Malpaisomys insularis,Mouse
2601,Mammelomys lanosus,Mouse
2602,Mammelomys rattoides,Rat
2603,Mammut americanum,Mastodon
2604,Mammut pacificus,Mastodon
2605,Mammuthus columbi,Columbian Mammoth
2606,Mammuthus exilis,Mammoth
2607,Mammuthus jeffersonii,Mammoth
2608,Mammuthus primigenius,Woolly Mammoth
2609,Mandrillus leucophaeus,Monkey
2610,Mandrillus sphinx,Mandrill
2611,Manis aurita,Pangolin
2612,Manis crassicaudata,Pangolin
2613,Manis culionensis,Pangolin
2614,Manis javanica,Pangolin
2615,Manis mysteria,Pangolin
2616,Manis pentadactyla,Pangolin
2617,Margaretamys beccarii,Mouse
2618,Margaretamys christinae,Mouse
2619,Margaretamys elegans,Mouse
2620,Margaretamys parvus,Mouse
2621,Marmosa alstoni,Mouse
2622,Marmosa andersoni,Mouse
2623,Marmosa budini,Mouse
2624,Marmosa constantiae,Mouse
2625,Marmosa demerarae,Mouse Opossum
2626,Marmosa germana,Mouse Opossum
2627,Marmosa jansae,Mouse
2628,Marmosa lepida,Mouse Opossum
2629,Marmosa limae,Mouse
2630,Marmosa meridae,Mouse
2631,Marmosa mexicana,Mouse
2632,Marmosa murina,Mouse Opossum
2633,Marmosa paraguayana,Mouse Opossum
2634,Marmosa parda,Mouse Opossum
2635,Marmosa perplexa,Mouse Opossum
2636,Marmosa phaea,Mouse
2637,Marmosa rapposa,Mouse
2638,Marmosa regina,Mouse Opossum
2639,Marmosa robinsoni,Mouse Opossum
2640,Marmosa rubra,Mouse Opossum
2641,Marmosa rutteri,Mouse Opossum
2642,Marmosa tyleriana,Mouse
2643,Marmosa xerophila,Mouse
2644,Marmosops bishopi,Mouse Opossum
2645,Marmosops carri,Mouse
2646,Marmosops caucae,Mouse
2647,Marmosops creightoni,Mouse
2648,Marmosops dorothea,Mouse
2649,Marmosops fuscatus,Mouse
2650,Marmosops handleyi,Mouse Opossum
2651,Marmosops impavidus,Mouse
2652,Marmosops incanus,Mouse Opossum
2653,Marmosops invictus,Mouse
2654,Marmosops juninensis,Mouse Opossum
2655,Marmosops marina,Mouse Opossum
2656,Marmosops neblina,Mouse Opossum
2657,Marmosops noctivagus,Mouse
2658,Marmosops ocellatus,Mouse Opossum
2659,Marmosops ojastii,Mouse
2660,Marmosops pakaraimae,Mouse
2661,Marmosops parvidens,Mouse Opossum
2662,Marmosops paulensis,Mouse
2663,Marmosops pinheiroi,Mouse
2664,Marmosops soinii,Mouse
2665,Marmota baibacina,Marmot
2666,Marmota bobak,Marmot
2667,Marmota broweri,Groundhog
2668,Marmota caligata,Hoary Marmot
2669,Marmota camtschatica,Marmot
2670,Marmota caudata,Marmot
2671,Marmota flaviventris,Yellow-bellied Marmot
2672,Marmota himalayana,Himalayan Marmot
2673,Marmota marmota,Marmot
2674,Marmota menzbieri,Marmot
2675,Marmota monax,Groundhog
2676,Marmota olympus,Olympic Marmot
2677,Marmota sibirica,Marmot
2678,Marmota vancouverensis,Marmot
2679,Martes americana,American Marten
2680,Martes flavigula,Marten
2681,Martes foina,Marten
2682,Martes martes,Marten
2683,Martes melampus,Marten
2684,Martes zibellina,Sable
2686,Mastacomys fuscus,Mouse
2687,Mastomys angolensis,Mouse
2688,Mastomys awashensis,Mouse
2689,Mastomys coucha,Mouse
2690,Mastomys erythroleucus,Mouse
2691,Mastomys huberti,Mouse
2692,Mastomys kollmannspergeri,Mouse
2693,Mastomys natalensis,Mouse
2694,Mastomys shortridgei,Mouse
2695,Mastomys verheyeni,Mouse
2696,Maxomys alticola,Mouse
2697,Maxomys baeodon,Mouse
2698,Maxomys bartelsii,Mouse
2699,Maxomys dollmani,Mouse
2700,Maxomys hellwaldii,Mouse
2701,Maxomys hylomyoides,Mouse
2702,Maxomys inas,Mouse
2703,Maxomys inflatus,Mouse
2704,Maxomys moi,Mouse
2705,Maxomys musschenbroekii,Mouse
2706,Maxomys ochraceiventer,Mouse
2707,Maxomys pagensis,Mouse
2708,Maxomys panglima,Mouse
2709,Maxomys rajah,Mouse
2710,Maxomys surifer,Mouse
2711,Maxomys tajuddinii,Mouse
2712,Maxomys wattsi,Mouse
2713,Maxomys whiteheadi,Mouse
2714,Mazama americana,Deer
2715,Mazama bororo,Deer
2716,Mazama bricenii,Deer
2717,Mazama chunyi,Deer
2718,Mazama jucunda,Deer
2719,Mazama nana,Deer
2720,Mazama rufa,Deer
2721,Mazama rufina,Deer
2722,Mazama temama,Deer
2723,Megaderma spasma,Bat
2724,Megadontomys cryophilus,Mouse
2725,Megadontomys nelsoni,Mouse
2726,Megadontomys thomasi,Mouse
2727,Megaerops ecaudatus,Bat
2728,Megaerops kusnotoi,Bat
2729,Megaerops niphanae,Bat
2731,Megaloceros giganteus,Irish Elk
2732,Megaloglossus azagnyi,Bat
2733,Megaloglossus woermanni,Bat
2736,Megalonyx jeffersonii,Ground Sloth
2737,Megaptera novaeangliae,Humpback Whale
2738,Megasorex gigas,Shrew
2739,Megatherium americanum,Giant Ground Sloth
2740,Melanomys caliginosus,Mouse
2741,Melanomys chrysomelas,Mouse
2742,Melanomys columbianus,Mouse
2743,Melanomys idoneus,Mouse
2744,Melasmothrix naso,Mouse
2745,Meles anakuma,Badger
2746,Meles canescens,Badger
2747,Meles leucurus,Badger
2748,Meles meles,Badger
2749,Mellivora capensis,Honey Badger
2750,Melogale cucphuongensis,Badger
2751,Melogale everetti,Badger
2752,Melogale moschata,Ferret Badger
2753,Melogale orientalis,Badger
2754,Melogale personata,Ferret Badger
2755,Melogale subaurantiaca,Badger
2756,Melomys bannisteri,Mouse
2757,Melomys burtoni,Mouse
2758,Melomys capensis,Mouse
2759,Melomys cervinipes,Mouse
2760,Melomys cooperae,Mouse
2761,Melomys halmaheraensis,Mouse
2762,Melomys leucogaster,Mouse
2763,Melomys lutillus,Mouse
2764,Melomys paveli,Mouse
2765,Melomys rubicola,Mouse
2766,Melomys rufescens,Mouse
2767,Melonycteris melanops,Bat
2768,Melonycteris woodfordi,Bat
2769,Melursus ursinus,Sloth Bear
2770,Menetes berdmorei,Squirrel
2771,Mephitis macroura,Skunk
2772,Mephitis mephitis,Skunk
2773,Meriones chengi,Gerbil
2774,Meriones crassus,Gerbil
2775,Meriones dahli,Gerbil
2776,Meriones grandis,Gerbil
2777,Meriones libycus,Gerbil
2778,Meriones meridianus,Gerbil
2779,Meriones penicilliger,Gerbil
2780,Meriones persicus,Mouse
2781,Meriones psammophilus,Mouse
2782,Meriones rex,Mouse
2783,Meriones shawi,Gerbil
2784,Meriones tamariscinus,Gerbil
2785,Meriones tristrami,Gerbil
2786,Meriones unguiculatus,Gerbil
2787,Meriones vinogradovi,Mouse
2788,Mesechinus dauuricus,Hedgehog
2789,Mesechinus hughi,Hedgehog
2790,Mesechinus orientalis,Hedgehog
2791,Mesechinus wangi,Hedgehog
2792,Mesembriomys gouldii,Rat
2793,Mesembriomys macrurus,Rat
2798,Mesocricetus auratus,Hamster
2799,Mesocricetus brandti,Hamster
2800,Mesocricetus newtoni,Hamster
2801,Mesocricetus raddei,Hamster
2802,Mesomys hispidus,Mouse
2803,Mesomys occultus,Mouse
2804,Mesomys stimulax,Mouse
2805,Mesophylla macconnelli,Bat
2806,Mesoplodon bidens,Whale
2807,Mesoplodon bowdoini,Whale
2808,Mesoplodon carlhubbsi,Whale
2809,Mesoplodon densirostris,Whale
2810,Mesoplodon eueu,Whale
2811,Mesoplodon europaeus,Whale
2812,Mesoplodon ginkgodens,Whale
2813,Mesoplodon grayi,Whale
2814,Mesoplodon hectori,Whale
2815,Mesoplodon hotaula,Whale
2816,Mesoplodon layardii,Whale
2817,Mesoplodon mirus,Whale
2818,Mesoplodon perrini,Whale
2819,Mesoplodon peruvianus,Whale
2820,Mesoplodon stejnegeri,Whale
2821,Mesoplodon traversii,Whale
2822,Metachirus aritanai,Mouse Opossum
2823,Metachirus myosuros,Mouse Opossum
2824,Metachirus nudicaudatus,Opossum
2825,Micaelamys granti,Mouse
2826,Micaelamys namaquensis,Mouse
2827,Mico argentatus,Monkey
2828,Mico chrysoleucos,Monkey
2829,Mico emiliae,Monkey
2830,Mico humeralifer,Monkey
2831,Mico humilis,Monkey
2832,Mico intermedius,Monkey
2833,Mico leucippe,Monkey
2834,Mico marcai,Monkey
2835,Mico mauesi,Monkey
2836,Mico melanurus,Monkey
2837,Mico munduruku,Monkey
2838,Mico rondoni,Monkey
2839,Mico saterei,Monkey
2840,Mico schneideri,Monkey
2841,Microakodontomys transitorius,Mouse
2842,Microcavia australis,Cavy
2843,Microcavia jayat,Cavy
2844,Microcavia maenas,Cavy
2845,Microcavia niata,Cavy
2846,Microcavia shiptoni,Cavy
2847,Microcebus arnholdi,Mouse Lemur
2848,Microcebus berthae,Mouse Lemur
2849,Microcebus bongolavensis,Mouse Lemur
2850,Microcebus boraha,Mouse Lemur
2851,Microcebus danfossi,Mouse Lemur
2852,Microcebus ganzhorni,Mouse Lemur
2853,Microcebus gerpi,Mouse Lemur
2854,Microcebus griseorufus,Mouse Lemur
2855,Microcebus jollyae,Mouse Lemur
2856,Microcebus lehilahytsara,Mouse Lemur
2857,Microcebus lokobensis,Mouse Lemur
2858,Microcebus macarthurii,Mouse Lemur
2859,Microcebus mamiratra,Mouse Lemur
2860,Microcebus manitatra,Mouse Lemur
2861,Microcebus margotmarshae,Mouse Lemur
2862,Microcebus marohita,Mouse Lemur
2863,Microcebus murinus,Mouse Lemur
2864,Microcebus myoxinus,Mouse Lemur
2865,Microcebus ravelobensis,Mouse Lemur
2866,Microcebus rufus,Mouse Lemur
2867,Microcebus sambiranensis,Mouse Lemur
2868,Microcebus simmonsi,Mouse Lemur
2869,Microcebus tanosi,Mouse Lemur
2870,Microcebus tavaratra,Mouse Lemur
2871,Microdipodops megacephalus,Kangaroo Rat
2872,Microdipodops pallidus,Mouse
2873,Microgale brevicaudata,Shrew
2878,Microgale gracilis,Shrew
2883,Microgale longicaudata,Shrew
2888,Microgale principula,Shrew
2890,Microgale pusilla,Shrew
2891,Microgale soricoides,Shrew
2894,Microhydromys richardsoni,Mouse
2895,Micromys erythrotis,Mouse
2896,Micromys minutus,Mouse
2897,Micromys pygmaeus,Mouse
2898,Micronomus norfolkensis,Bat
2899,Micronycteris brachyotis,Bat
2900,Micronycteris brosseti,Bat
2901,Micronycteris buriri,Bat
2902,Micronycteris giovanniae,Bat
2903,Micronycteris hirsuta,Bat
2904,Micronycteris homezi,Bat
2905,Micronycteris matses,Bat
2906,Micronycteris megalotis,Bat
2907,Micronycteris microtis,Bat
2908,Micronycteris minuta,Bat
2909,Micronycteris nicefori,Bat
2910,Micronycteris sanborni,Bat
2911,Micronycteris schmidtorum,Bat
2912,Micronycteris simmonsae,Bat
2913,Micronycteris tresamici,Bat
2914,Micronycteris yatesi,Bat
2916,Microperoryctes longicauda,Bandicoot
2917,Microperoryctes murina,Mouse
2918,Microperoryctes ornatus,Bandicoot
2922,Microryzomys altissimus,Mouse
2923,Microryzomys minutus,Mouse
2924,Microsciurus alfari,Squirrel
2925,Microsciurus flaviventer,Squirrel
2926,Microsciurus sabanillae,Squirrel
2927,Microtus abbreviatus,Vole
2928,Microtus afghanus,Mouse
2929,Microtus agrestis,Vole
2930,Microtus anatolicus,Mouse
2931,Microtus arvalis,Vole
2932,Microtus bavaricus,Mouse
2933,Microtus brachycercus,Mouse
2934,Microtus breweri,Mouse
2935,Microtus cabrerae,Mouse
2936,Microtus californicus,Mouse
2937,Microtus canicaudus,Mouse
2938,Microtus chrotorrhinus,Mouse
2939,Microtus daghestanicus,Mouse
2940,Microtus dogramacii,Mouse
2941,Microtus drummondii,Mouse
2942,Microtus duodecimcostatus,Mouse
2943,Microtus felteni,Mouse
2944,Microtus guatemalensis,Mouse
2945,Microtus guentheri,Mouse
2946,Microtus hartingi,Mouse
2947,Microtus ilaeus,Mouse
2948,Microtus irani,Mouse
2949,Microtus kermanensis,Mouse
2950,Microtus lavernedii,Mouse
2951,Microtus levis,Vole
2952,Microtus liechtensteini,Mouse
2953,Microtus longicaudus,Mouse
2954,Microtus lusitanicus,Mouse
2955,Microtus majori,Mouse
2956,Microtus mexicanus,Mouse
2957,Microtus miurus,Mouse
2958,Microtus mogollonensis,Mouse
2959,Microtus montanus,Mouse
2960,Microtus multiplex,Mouse
2961,Microtus mustersi,Mouse
2962,Microtus mystacinus,Mouse
2963,Microtus oaxacensis,Mouse
2964,Microtus obscurus,Vole
2965,Microtus ochrogaster,Vole
2966,Microtus oregoni,Mouse
2967,Microtus paradoxus,Mouse
2968,Microtus pennsylvanicus,Vole
2969,Microtus pinetorum,Vole
2970,Microtus pyrenaicus,Mouse
2971,Microtus qazvinensis,Mouse
2972,Microtus quasiater,Mouse
2973,Microtus richardsoni,Vole
2974,Microtus rossiaemeridionalis,Mouse
2975,Microtus savii,Mouse
2976,Microtus schelkovnikovi,Mouse
2977,Microtus schidlovskii,Mouse
2978,Microtus socialis,Mouse
2979,Microtus subterraneus,Mouse
2980,Microtus tatricus,Mouse
2981,Microtus thomasi,Mouse
2982,Microtus townsendii,Mouse
2983,Microtus transcaspicus,Mouse
2984,Microtus umbrosus,Mouse
2985,Microtus xanthognathus,Mouse
2986,Microtus yuldaschi,Mouse
2988,Millardia kathleenae,Mouse
2989,Millardia kondana,Mouse
2990,Millardia meltada,Mouse
2991,Mimetillus moloneyi,Bat
2992,Mimon bennettii,Bat
2993,Mimon cozumelae,Bat
2994,Mindomys hammondi,Mouse
2995,Mindomys kutuku,Mouse
2996,Miniopterus aelleni,Bat
2997,Miniopterus africanus,Bat
2998,Miniopterus ambohitrensis,Bat
2999,Miniopterus australis,Bat
3000,Miniopterus brachytragos,Bat
3001,Miniopterus egeri,Bat
3002,Miniopterus fraterculus,Bat
3003,Miniopterus fuliginosus,Bat
3004,Miniopterus fuscus,Bat
3005,Miniopterus gleni,Bat
3006,Miniopterus griffithsi,Bat
3007,Miniopterus griveaudi,Bat
3008,Miniopterus inflatus,Bat
3009,Miniopterus macrocneme,Bat
3010,Miniopterus maghrebensis,Bat
3011,Miniopterus magnater,Bat
3012,Miniopterus mahafaliensis,Bat
3013,Miniopterus majori,Bat
3014,Miniopterus manavi,Bat
3015,Miniopterus medius,Bat
3016,Miniopterus minor,Bat
3017,Miniopterus mossambicus,Bat
3018,Miniopterus natalensis,Bat
3019,Miniopterus newtonii,Bat
3020,Miniopterus nimbae,Bat
3021,Miniopterus orianae,Bat
3022,Miniopterus paululus,Bat
3023,Miniopterus petersoni,Bat
3024,Miniopterus propitristis,Bat
3025,Miniopterus pusillus,Bat
3026,Miniopterus schreibersii,Bat
3027,Miniopterus sororculus,Bat
3028,Miniopterus tristis,Bat
3029,Miniopterus villiersi,Bat
3030,Miopithecus ogouensis,Monkey
3031,Miopithecus talapoin,Monkey
3032,Miracinonyx trumani,Cheetah
3033,Mirimiri acrodonta,Bat
3034,Mirostrellus joffrei,Bat
3035,Mirounga angustirostris,Elephant Seal
3036,Mirounga leonina,Elephant Seal
3037,Mirza coquereli,Mouse Lemur
3038,Mirza zaza,Lemur
3040,Mogera etigo,Mole
3041,Mogera hainana,Mole
3042,Mogera imaizumii,Mole
3043,Mogera insularis,Mole
3044,Mogera kanoana,Mole
3045,Mogera robusta,Mole
3046,Mogera tokudae,Mole
3047,Mogera wogura,Mole
3048,Molossops griseiventer,Bat
3049,Molossops mattogrossensis,Bat
3050,Molossops neglectus,Bat
3051,Molossops temminckii,Bat
3052,Molossus alvarezi,Bat
3053,Molossus ater,Bat
3054,Molossus aztecus,Bat
3055,Molossus barnesi,Bat
3056,Molossus coibensis,Bat
3057,Molossus currentium,Bat
3058,Molossus fentoni,Bat
3059,Molossus fluminensis,Bat
3060,Molossus melini,Bat
3061,Molossus milleri,Bat
3062,Molossus molossus,Bat
3063,Molossus nigricans,Bat
3064,Molossus pretiosus,Bat
3065,Molossus rufus,Bat
3066,Molossus sinaloae,Bat
3067,Molossus verrilli,Bat
3068,Monachus monachus,Mediterranean Monk Seal
3069,Monodelphis adusta,Opossum
3070,Monodelphis americana,Opossum
3072,Monodelphis brevicaudata,Opossum
3073,Monodelphis dimidiata,Opossum
3074,Monodelphis domestica,Opossum
3075,Monodelphis emiliae,Opossum
3076,Monodelphis gardneri,Opossum
3077,Monodelphis glirina,Mouse Opossum
3079,Monodelphis iheringi,Opossum
3080,Monodelphis kunsi,Mouse Opossum
3081,Monodelphis osgoodi,Opossum
3082,Monodelphis palliolata,Opossum
3083,Monodelphis peruviana,Opossum
3084,Monodelphis pinocchio,Mouse Opossum
3085,Monodelphis reigi,Opossum
3087,Monodelphis sanctaerosae,Mouse Opossum
3088,Monodelphis scalops,Opossum
3089,Monodelphis sorex,Mouse Opossum
3090,Monodelphis theresa,Opossum
3091,Monodelphis touan,Opossum
3094,Monodon monoceros,Narwhal
3095,Monophyllus plethodon,Bat
3096,Monophyllus redmani,Bat
3097,Montemys delectorum,Mouse
3098,Monticolomys koopmani,Mouse
3099,Mops ansorgei,Bat
3100,Mops atsinanana,Bat
3101,Mops bakarii,Bat
3102,Mops bivittatus,Bat
3103,Mops brachypterus,Bat
3104,Mops bregullae,Bat
3105,Mops chapini,Bat
3106,Mops condylurus,Bat
3107,Mops jobensis,Bat
3108,Mops jobimena,Bat
3109,Mops leucogaster,Bat
3110,Mops leucostigma,Bat
3111,Mops midas,Bat
3112,Mops mops,Bat
3113,Mops nigeriae,Bat
3114,Mops plicatus,Bat
3115,Mops pumilus,Bat
3116,Mops pusillus,Bat
3117,Mops spurrelli,Bat
3118,Mops thersites,Bat
3119,Mormoops blainvillei,Bat
3120,Mormoops megalophylla,Bat
3121,Mormopterus acetabulosus,Bat
3122,Mormopterus francoismoutoui,Bat
3123,Mormopterus jugularis,Bat
3124,Mormopterus kalinowskii,Bat
3125,Moschiola indica,Mouse Deer
3126,Moschiola kathygre,Mouse Deer
3127,Moschiola meminna,Mouse Deer
3128,Moschus anhuiensis,Musk Deer
3129,Moschus berezovskii,Musk Deer
3130,Moschus chrysogaster,Musk Deer
3131,Moschus cupreus,Musk Deer
3132,Moschus fuscus,Musk Deer
3133,Moschus leucogaster,Musk Deer
3134,Moschus moschiferus,Musk Deer
3135,Mosia nigrescens,Bat
3136,Mungos mungo,Mongoose
3137,Mungotictis decemlineata,Mongoose
3138,Muntiacus atherodes,Deer
3139,Muntiacus crinifrons,Deer
3140,Muntiacus feae,Deer
3141,Muntiacus gongshanensis,Deer
3142,Muntiacus muntjak,Muntjac
3143,Muntiacus putaoensis,Deer
3144,Muntiacus reevesi,Muntjac
3145,Muntiacus rooseveltorum,Deer
3146,Muntiacus truongsonensis,Deer
3147,Muntiacus vaginalis,Barking Deer
3148,Muntiacus vuquangensis,Deer
3154,Muriculus imberbis,Mouse
3155,Murina aenea,Bat
3156,Murina bicolor,Bat
3157,Murina chrysochaetes,Bat
3158,Murina cyclotis,Bat
3159,Murina eleryi,Bat
3160,Murina fanjingshanensis,Bat
3161,Murina feae,Bat
3162,Murina florium,Bat
3163,Murina gracilis,Bat
3164,Murina harpioloides,Bat
3165,Murina harrisoni,Bat
3166,Murina hilgendorfi,Bat
3167,Murina hkakaboraziensis,Bat
3168,Murina huttoni,Bat
3169,Murina huttonii,Bat
3170,Murina jaintiana,Bat
3171,Murina jinchui,Bat
3172,Murina kontumensis,Bat
3173,Murina leucogaster,Bat
3174,Murina liboensis,Bat
3175,Murina lorelieae,Bat
3176,Murina peninsularis,Bat
3177,Murina pluvialis,Bat
3178,Murina puta,Bat
3179,Murina recondita,Bat
3180,Murina rongjiangensis,Bat
3181,Murina rozendaali,Bat
3182,Murina ryukyuana,Bat
3183,Murina shuipuensis,Bat
3184,Murina suilla,Bat
3185,Murina tubinaris,Bat
3186,Murina ussuriensis,Bat
3187,Murina walstoni,Bat
3188,Mus abbotti,Mouse
3189,Mus baoulei,Mouse
3190,Mus booduga,Mouse
3191,Mus bufo,Mouse
3192,Mus callewaerti,Mouse
3193,Mus caroli,Mouse
3194,Mus cervicolor,Mouse
3195,Mus cookii,Mouse
3196,Mus crociduroides,Mouse
3197,Mus cypriacus,Mouse
3198,Mus emesi,Mouse
3199,Mus famulus,Mouse
3200,Mus fernandoni,Mouse
3201,Mus fragilicauda,Mouse
3202,Mus gerbillus,Mouse
3203,Mus gratus,Mouse
3204,Mus harennensis,Mouse
3205,Mus haussa,Mouse
3206,Mus indutus,Mouse
3207,Mus lepidoides,Mouse
3208,Mus macedonicus,Mouse
3209,Mus mahomet,Mouse
3210,Mus mattheyi,Mouse
3211,Mus mayori,Mouse
3212,Mus minutoides,Mouse
3213,Mus musculoides,Mouse
3214,Mus musculus,Mouse
3215,Mus neavei,Mouse
3216,Mus nitidulus,Mouse
3217,Mus pahari,Mouse
3218,Mus platythrix,Mouse
3219,Mus poschiavinus,Mouse
3220,Mus saxicola,Mouse
3221,Mus setulosus,Mouse
3222,Mus shortridgei,Mouse
3223,Mus sorella,Mouse
3224,Mus spicilegus,Mouse
3225,Mus spretus,Mouse
3226,Mus tenellus,Mouse
3227,Mus terricolor,Mouse
3228,Mus triton,Mouse
3229,Muscardinus avellanarius,Dormouse
3230,Musonycteris harrisoni,Bat
3231,Musseromys anacuao,Mouse
3232,Musseromys beneficus,Mouse
3233,Musseromys gulantang,Mouse
3234,Musseromys inopinatus,Mouse
3235,Mustela aistoodonnivalis,Weasel
3236,Mustela altaica,Weasel
3237,Mustela erminea,Stoat
3238,Mustela eversmannii,Weasel
3239,Mustela haidarum,Weasel
3240,Mustela itatsi,Weasel
3241,Mustela kathiah,Weasel
3242,Mustela lutreola,European Mink
3243,Mustela nigripes,Black-footed Ferret
3244,Mustela nivalis,Weasel
3245,Mustela nudipes,Weasel
3246,Mustela putorius,Ferret
3247,Mustela richardsonii,Weasel
3248,Mustela sibirica,Siberian Weasel
3249,Mustela strigidorsa,Weasel
3250,Mydaus javanensis,Stink Badger
3251,Mydaus marchei,Stink Badger
3253,Mylomys dybowskii,Mouse
3254,Myocastor coypus,Nutria
3255,Myodes californicus,Mouse
3256,Myodes glareolus,Vole
3257,Myodes regulus,Vole
3258,Myodes rufocanus,Vole
3259,Myodes shanseius,Mouse
3264,Myomimus roachi,Mouse
3265,Myomyscus verreauxii,Mouse
3266,Myonycteris angolensis,Bat
3267,Myonycteris brachycephala,Bat
3268,Myonycteris leptodon,Bat
3269,Myonycteris relicta,Bat
3270,Myonycteris torquata,Bat
3271,Myoprocta acouchy,Agouti
3272,Myoprocta pratti,Agouti
3273,Myopterus daubentonii,Bat
3274,Myopus schisticolor,Mouse
3275,Myosciurus pumilio,Squirrel
3276,Myosorex babaulti,Shrew
3277,Myosorex blarina,Shrew
3278,Myosorex cafer,Shrew
3279,Myosorex geata,Shrew
3280,Myosorex jejei,Shrew
3281,Myosorex kihaulei,Shrew
3282,Myosorex longicaudatus,Shrew
3283,Myosorex meesteri,Shrew
3284,Myosorex sclateri,Shrew
3285,Myosorex varius,Shrew
3286,Myosorex zinki,Shrew
3287,Myospalax aspalax,Mole
3288,Myospalax myospalax,Mole
3289,Myospalax psilurus,Mole
3290,Myotis adversus,Bat
3291,Myotis albescens,Bat
3292,Myotis alcathoe,Bat
3293,Myotis altarium,Bat
3294,Myotis ancricola,Bat
3295,Myotis anjouanensis,Bat
3296,Myotis annamiticus,Bat
3297,Myotis annatessae,Bat
3298,Myotis annectans,Bat
3299,Myotis arescens,Bat
3300,Myotis armiensis,Bat
3301,Myotis atacamensis,Bat
3302,Myotis ater,Bat
3303,Myotis attenboroughi,Bat
3304,Myotis auriculus,Bat
