number,scientific_name,japanese_common_name
4417,Praomys erythroleucus,ネズミ
4418,Praomys fumatus,ネズミ
4419,Praomys hartwigi,ネズミ
4420,Praomys jacksoni,ネズミ
4421,Praomys lukolelae,ネズミ
4422,Praomys mattheyi,ネズミ
4423,Praomys minor,ネズミ
4424,Praomys misonnei,ネズミ
4425,Praomys morio,ネズミ
4426,Praomys mutoni,ネズミ
4427,Praomys obscurus,ネズミ
4428,Praomys petteri,ネズミ
4429,Praomys rostratus,ネズミ
4430,Praomys taitae,ネズミ
4431,Praomys tullbergi,ネズミ
4432,Presbytis bicolor,サル
4433,Presbytis chrysomelas,サル
4434,Presbytis comata,サル
4435,Presbytis femoralis,サル
4436,Presbytis frontata,サル
4437,Presbytis hosei,サル
4438,Presbytis melalophos,サル
4439,Presbytis potenziani,サル
4440,Presbytis rubicunda,サル
4441,Presbytis senex,サル
4442,Presbytis siberu,サル
4443,Presbytis sumatrana,サル
4444,Presbytis thomasi,サル
4445,Priapomys leonardi,ネズミ
4446,Priodontes maximus,アルマジロ
4447,Prionailurus bengalensis,ヤマネコ
4448,Prionailurus iriomotensis,イリオモテヤマネコ
4449,Prionailurus planiceps,ネコ
4450,Prionailurus rubiginosus,ネコ
4451,Prionailurus viverrinus,ネコ
4454,Procapra gutturosa,ガゼル
4455,Procapra picticaudata,ガゼル
4459,Procolobus verus,サル
4460,Procyon cancrivorus,アライグマ
4461,Procyon lotor,アライグマ
4462,Procyon minor,アライグマ
4463,Procyon pygmaeus,アライグマ
4464,Proechimys brevicauda,ネズミ
4465,Proechimys cuvieri,ネズミ
4466,Proechimys echinothrix,ネズミ
4467,Proechimys gardneri,ネズミ
4468,Proechimys goeldii,ネズミ
4469,Proechimys guairae,ネズミ
4470,Proechimys gularis,ネズミ
4471,Proechimys guyannensis,ネズミ
4472,Proechimys hoplomyoides,ネズミ
4473,Proechimys kulinae,ネズミ
4474,Proechimys longicaudatus,ネズミ
4475,Proechimys mincae,ネズミ
4476,Proechimys oris,ネズミ
4477,Proechimys pattoni,ネズミ
4478,Proechimys poliopus,ネズミ
4479,Proechimys quadruplicatus,ネズミ
4480,Proechimys roberti,ネズミ
4481,Proechimys semispinosus,ネズミ
4482,Proechimys simonsi,ネズミ
4483,Proechimys steerei,ネズミ
4484,Proechimys trinitatis,ネズミ
4485,Proedromys bedfordi,ネズミ
4486,Profelis aurata,ネコ
4488,Prolemur simus,サル
4489,Prometheomys schaposchnikovi,ネズミ
4490,Promops centralis,コウモリ
4491,Promops davisoni,コウモリ
4492,Promops nasutus,コウモリ
4493,Pronolagus crassicaudatus,ウサギ
4494,Pronolagus randensis,ウサギ
4495,Pronolagus rupestris,ウサギ
4496,Pronolagus saundersiae,ウサギ
4497,Propithecus candidus,サル
4498,Propithecus coquereli,サル
4499,Propithecus deckenii,サル
4500,Propithecus diadema,サル
4501,Propithecus edwardsi,サル
4502,Propithecus perrieri,サル
4503,Propithecus tattersalli,サル
4504,Propithecus verreauxi,サル
4505,Prosciurillus abstrusus,リス
4506,Prosciurillus leucomus,リス
4507,Prosciurillus murinus,リス
4508,Prosciurillus weberi,リス
4509,Proteles cristata,ハイエナ
4510,Proteles septentrionalis,ハイエナ
4511,Protemnodon anak,カンガルー
4512,Protoxerus stangeri,リス
4513,Psammomys obesus,ネズミ
4514,Psammomys vexillaris,ネズミ
4521,Pseudocheirus occidentalis,コアラ
4522,Pseudocheirus peregrinus,コアラ
4524,Pseudochirops archeri,コアラ
4533,Pseudohydromys ellermani,ネズミ
4534,Pseudohydromys musseri,ネズミ
4535,Pseudohydromys pumehanae,ネズミ
4536,Pseudois nayaur,ヤギ
4537,Pseudois schaeferi,ヤギ
4538,Pseudomys albocinereus,ネズミ
4539,Pseudomys apodemoides,ネズミ
4540,Pseudomys australis,ネズミ
4541,Pseudomys bolami,ネズミ
4542,Pseudomys calabyi,ネズミ
4543,Pseudomys chapmani,ネズミ
4544,Pseudomys delicatulus,ネズミ
4545,Pseudomys desertor,ネズミ
4546,Pseudomys fieldi,ネズミ
4547,Pseudomys fumeus,ネズミ
4548,Pseudomys gouldii,ネズミ
4549,Pseudomys gracilicaudatus,ネズミ
4550,Pseudomys hermannsburgensis,ネズミ
4551,Pseudomys higginsi,ネズミ
4552,Pseudomys johnsoni,ネズミ
4553,Pseudomys laborifex,ネズミ
4554,Pseudomys nanus,ネズミ
4555,Pseudomys novaehollandiae,ネズミ
4556,Pseudomys occidentalis,ネズミ
4557,Pseudomys oralis,ネズミ
4558,Pseudomys patrius,ネズミ
4559,Pseudomys pilligaensis,ネズミ
4560,Pseudomys shortridgei,ネズミ
4562,Pseudorca crassidens,クジラ
4563,Pseudoromicia brunnea,コウモリ
4564,Pseudoromicia isabella,コウモリ
4565,Pseudoromicia kityoi,コウモリ
4566,Pseudoromicia mbamminkom,コウモリ
4567,Pseudoromicia nyanza,コウモリ
4568,Pseudoromicia principis,コウモリ
4569,Pseudoromicia rendalli,コウモリ
4570,Pseudoromicia roseveari,コウモリ
4571,Pseudoromicia tenuipinnis,コウモリ
4573,Pseudoryzomys simplex,ネズミ
4575,Ptenochirus jagorii,コウモリ
4576,Ptenochirus minor,コウモリ
4577,Ptenochirus wetmorei,コウモリ
4578,Pteralopex atrata,コウモリ
4579,Pteralopex taki,コウモリ
4580,Pteromys momonga,モモンガ
4581,Pteromys volans,ムササビ
4582,Pteromyscus pulverulentus,リス
4583,Pteronotus alitonus,コウモリ
4584,Pteronotus davyi,コウモリ
4585,Pteronotus fuliginosus,コウモリ
4586,Pteronotus fulvus,コウモリ
4587,Pteronotus gymnonotus,コウモリ
4588,Pteronotus macleayii,コウモリ
4589,Pteronotus mesoamericanus,コウモリ
4590,Pteronotus parnellii,コウモリ
4591,Pteronotus personatus,コウモリ
4592,Pteronotus psilotis,コウモリ
4593,Pteronotus pusillus,コウモリ
4594,Pteronotus quadridens,コウモリ
4595,Pteronotus rubiginosus,コウモリ
4596,Pteronura brasiliensis,カワウソ
4597,Pteropus admiralitatum,コウモリ
4598,Pteropus aldabrensis,コウモリ
4599,Pteropus alecto,コウモリ
4600,Pteropus anetianus,コウモリ
4601,Pteropus caniceps,コウモリ
4602,Pteropus capistratus,コウモリ
4603,Pteropus chrysoproctus,コウモリ
4604,Pteropus cognatus,コウモリ
4605,Pteropus conspicillatus,コウモリ
4606,Pteropus dasymallus,コウモリ
4607,Pteropus faunulus,コウモリ
4608,Pteropus fundatus,コウモリ
4609,Pteropus gilliardi,コウモリ
4610,Pteropus griseus,コウモリ
4611,Pteropus hypomelanus,コウモリ
4612,Pteropus livingstonii,コウモリ
4613,Pteropus lombocensis,コウモリ
4614,Pteropus lylei,コウモリ
4615,Pteropus macrotis,コウモリ
4616,Pteropus mahaganus,コウモリ
4617,Pteropus mariannus,コウモリ
4618,Pteropus medius,コウモリ
4619,Pteropus melanopogon,コウモリ
4620,Pteropus melanotus,コウモリ
4621,Pteropus molossinus,コウモリ
4622,Pteropus neohibernicus,コウモリ
4623,Pteropus niger,コウモリ
4624,Pteropus nitendiensis,コウモリ
4625,Pteropus ocularis,コウモリ
4626,Pteropus ornatus,コウモリ
4627,Pteropus pelagicus,コウモリ
4628,Pteropus pelewensis,コウモリ
4629,Pteropus personatus,コウモリ
4630,Pteropus pohlei,コウモリ
4631,Pteropus poliocephalus,コウモリ
4632,Pteropus pselaphon,コウモリ
4633,Pteropus pumilus,コウモリ
4634,Pteropus rayneri,コウモリ
4635,Pteropus rennelli,コウモリ
4636,Pteropus rodricensis,コウモリ
4637,Pteropus rufus,コウモリ
4638,Pteropus samoensis,コウモリ
4639,Pteropus scapulatus,コウモリ
4640,Pteropus seychellensis,コウモリ
4641,Pteropus speciosus,コウモリ
4642,Pteropus temminckii,コウモリ
4643,Pteropus tokudae,コウモリ
4644,Pteropus tonganus,コウモリ
4645,Pteropus tuberculatus,コウモリ
4646,Pteropus ualanus,コウモリ
4647,Pteropus vampyrus,コウモリ
4648,Pteropus vetulus,コウモリ
4649,Pteropus voeltzkowi,コウモリ
4650,Pteropus woodfordi,コウモリ
4653,Pudu puda,シカ
4654,Puma concolor,ピューマ
4655,Punomys kofordi,ネズミ
4656,Punomys lemminus,ネズミ
4657,Pusa caspica,アザラシ
4658,Pusa hispida,アザラシ
4659,Pusa saimensis,アザラシ
4660,Pusa sibirica,アザラシ
4661,Pygathrix cinerea,サル
4662,Pygathrix nemaeus,サル
4663,Pygathrix nigripes,サル
4664,Pygeretmus platyurus,ネズミ
4665,Pygeretmus pumilio,ネズミ
4667,Pygoderma bilabiatum,コウモリ
4668,Rangifer tarandus,トナカイ
4672,Rattus andamanensis,ネズミ
4673,Rattus annandalei,ネズミ
4674,Rattus argentiventer,ネズミ
4675,Rattus baluensis,ネズミ
4676,Rattus colletti,ネズミ
4677,Rattus detentus,ネズミ
4678,Rattus everetti,ネズミ
4679,Rattus exulans,ネズミ
4680,Rattus facetus,ネズミ
4681,Rattus flavipectus,ネズミ
4682,Rattus fuscipes,ネズミ
4683,Rattus giluwensis,ネズミ
4684,Rattus hoffmanni,ネズミ
4685,Rattus hoogerwerfi,ネズミ
4686,Rattus korinchi,ネズミ
4687,Rattus leucopus,ネズミ
4688,Rattus losea,ネズミ
4689,Rattus lutreolus,ネズミ
4690,Rattus macleari,ネズミ
4691,Rattus mindorensis,ネズミ
4692,Rattus moluccarius,ネズミ
4693,Rattus montanus,ネズミ
4694,Rattus mordax,ネズミ
4695,Rattus morotaiensis,ネズミ
4696,Rattus nativitatis,ネズミ
4697,Rattus niobe,ネズミ
4698,Rattus nitidus,ネズミ
4699,Rattus norvegicus,ドブネズミ
4700,Rattus novaeguineae,ネズミ
4701,Rattus praetor,ネズミ
4702,Rattus pyctoris,ネズミ
4703,Rattus ranjiniae,ネズミ
4704,Rattus rattus,ネズミ
4705,Rattus sakeratensis,ネズミ
4706,Rattus satarae,ネズミ
4707,Rattus sordidus,ネズミ
4708,Rattus steini,ネズミ
4709,Rattus tanezumi,ネズミ
4710,Rattus timorensis,ネズミ
4711,Rattus tiomanicus,ネズミ
4712,Rattus tunneyi,ネズミ
4713,Rattus verecundus,ネズミ
4714,Rattus villosissimus,ネズミ
4715,Rattus xanthurus,ネズミ
4716,Ratufa affinis,リス
4717,Ratufa bicolor,リス
4718,Ratufa indica,リス
4719,Ratufa macroura,リス
4723,Reithrodon auritus,ネズミ
4724,Reithrodon typicus,ネズミ
4725,Reithrodontomys bakeri,ネズミ
4726,Reithrodontomys brevirostris,ネズミ
4727,Reithrodontomys cherrii,ネズミ
4728,Reithrodontomys chrysopsis,ネズミ
4729,Reithrodontomys creper,ネズミ
4730,Reithrodontomys darienensis,ネズミ
4731,Reithrodontomys fulvescens,ネズミ
4732,Reithrodontomys garichensis,ネズミ
4733,Reithrodontomys gracilis,ネズミ
4734,Reithrodontomys hirsutus,ネズミ
4735,Reithrodontomys humulis,ネズミ
4736,Reithrodontomys megalotis,ネズミ
4737,Reithrodontomys mexicanus,ネズミ
4738,Reithrodontomys microdon,ネズミ
4739,Reithrodontomys montanus,ネズミ
4740,Reithrodontomys raviventris,ネズミ
4741,Reithrodontomys spectabilis,ネズミ
4742,Reithrodontomys sumichrasti,ネズミ
4743,Reithrodontomys tenuirostris,ネズミ
4744,Reithrodontomys wagneri,ネズミ
4745,Reithrodontomys zacatecae,ネズミ
4746,Rhabdomys bechuanae,ネズミ
4747,Rhabdomys chakae,ネズミ
4748,Rhabdomys dilectus,ネズミ
4749,Rhabdomys intermedius,ネズミ
4750,Rhabdomys pumilio,ネズミ
4751,Rhagomys jequitiba,ネズミ
4752,Rhagomys longilingua,ネズミ
4753,Rhagomys rufescens,ネズミ
4754,Rheithrosciurus macrotis,リス
4755,Rheomys mexicanus,ネズミ
4756,Rheomys raptor,ネズミ
4757,Rheomys thomasi,ネズミ
4758,Rhinoceros sondaicus,サイ
4759,Rhinoceros unicornis,サイ
4760,Rhinolophus acuminatus,コウモリ
4761,Rhinolophus affinis,コウモリ
4762,Rhinolophus alcyone,コウモリ
4763,Rhinolophus andamanensis,コウモリ
4764,Rhinolophus arcuatus,コウモリ
4765,Rhinolophus beddomei,コウモリ
4766,Rhinolophus blasii,コウモリ
4767,Rhinolophus bocharicus,コウモリ
4768,Rhinolophus borneensis,コウモリ
4769,Rhinolophus capensis,コウモリ
4770,Rhinolophus celebensis,コウモリ
4771,Rhinolophus chaseni,コウモリ
4772,Rhinolophus chiewkweeae,コウモリ
4773,Rhinolophus clivosus,コウモリ
4774,Rhinolophus coelophyllus,コウモリ
4775,Rhinolophus cognatus,コウモリ
4776,Rhinolophus cornutus,コウモリ
4777,Rhinolophus creaghi,コウモリ
4778,Rhinolophus damarensis,コウモリ
4779,Rhinolophus darlingi,コウモリ
4780,Rhinolophus deckenii,コウモリ
4781,Rhinolophus denti,コウモリ
4782,Rhinolophus eloquens,コウモリ
4783,Rhinolophus euryale,コウモリ
4784,Rhinolophus euryotis,コウモリ
4785,Rhinolophus ferrumequinum,コウモリ
4786,Rhinolophus formosae,コウモリ
4787,Rhinolophus francisi,コウモリ
4788,Rhinolophus fumigatus,コウモリ
4789,Rhinolophus gorongosae,コウモリ
4790,Rhinolophus hildebrandti,コウモリ
4791,Rhinolophus hilli,コウモリ
4792,Rhinolophus hipposideros,コウモリ
4793,Rhinolophus indorouxii,コウモリ
4794,Rhinolophus inops,コウモリ
4795,Rhinolophus inops/arcuatus,コウモリ
4796,Rhinolophus inops/subrufus,コウモリ
4797,Rhinolophus kahuzi,コウモリ
4798,Rhinolophus landeri,コウモリ
4799,Rhinolophus lepidus,コウモリ
4800,Rhinolophus lobatus,コウモリ
4801,Rhinolophus luctoides,コウモリ
4802,Rhinolophus luctus,コウモリ
4803,Rhinolophus mabuensis,コウモリ
4804,Rhinolophus maclaudi,コウモリ
4805,Rhinolophus macrotis,コウモリ
4806,Rhinolophus malayanus,コウモリ
4807,Rhinolophus marshalli,コウモリ
4808,Rhinolophus megaphyllus,コウモリ
4809,Rhinolophus mehelyi,コウモリ
4810,Rhinolophus microglobosus,コウモリ
4811,Rhinolophus monoceros,コウモリ
4812,Rhinolophus monticolus,コウモリ
4813,Rhinolophus morio,コウモリ
4814,Rhinolophus mossambicus,コウモリ
4815,Rhinolophus nippon,コウモリ
4816,Rhinolophus osgoodi,コウモリ
4817,Rhinolophus pearsonii,コウモリ
4818,Rhinolophus perditus,コウモリ
4819,Rhinolophus perniger,コウモリ
4820,Rhinolophus philippinensis,コウモリ
4821,Rhinolophus pumilus,コウモリ
4822,Rhinolophus pusillus,コウモリ
4823,Rhinolophus rex,コウモリ
4824,Rhinolophus rhodesiae,コウモリ
4825,Rhinolophus robinsoni,コウモリ
4826,Rhinolophus rouxii,コウモリ
4827,Rhinolophus rufus,コウモリ
4828,Rhinolophus ruwenzorii,コウモリ
4829,Rhinolophus sakejiensis,コウモリ
4830,Rhinolophus sedulus,コウモリ
4831,Rhinolophus shameli,コウモリ
4832,Rhinolophus shortridgei,コウモリ
4833,Rhinolophus siamensis,コウモリ
4834,Rhinolophus simulator,コウモリ
4835,Rhinolophus sinicus,コウモリ
4836,Rhinolophus stheno,コウモリ
4837,Rhinolophus subrufus,コウモリ
4838,Rhinolophus subrufus/arcuatus,コウモリ
4839,Rhinolophus swinnyi,コウモリ
4840,Rhinolophus thailandensis,コウモリ
4841,Rhinolophus thomasi,コウモリ
4842,Rhinolophus trifoliatus,コウモリ
4843,Rhinolophus virgo,コウモリ
4844,Rhinolophus webalai,コウモリ
4845,Rhinolophus willardi,コウモリ
4846,Rhinolophus xinanzhongguoensis,コウモリ
4847,Rhinolophus yonghoiseni,コウモリ
4848,Rhinolophus yunanensis,コウモリ
4849,Rhinonicteris aurantia,コウモリ
4850,Rhinophylla alethina,コウモリ
4851,Rhinophylla fischerae,コウモリ
4852,Rhinophylla pumilio,コウモリ
4853,Rhinopithecus avunculus,サル
4854,Rhinopithecus bieti,サル
4855,Rhinopithecus brelichi,サル
4856,Rhinopithecus roxellana,サル
4857,Rhinopithecus strykeri,サル
4858,Rhinopoma cystops,コウモリ
4859,Rhinopoma hadramauticum,コウモリ
4860,Rhinopoma hardwickii,コウモリ
4861,Rhinopoma macinnesi,コウモリ
4862,Rhinopoma microphyllum,コウモリ
4863,Rhinopoma muscatellum,コウモリ
4864,Rhinosciurus laticaudatus,リス
4865,Rhipidomys albujai,ネズミ
4866,Rhipidomys austrinus,ネズミ
4867,Rhipidomys cariri,ネズミ
4868,Rhipidomys emiliae,ネズミ
4869,Rhipidomys gardneri,ネズミ
4870,Rhipidomys ipukensis,ネズミ
4871,Rhipidomys itoan,ネズミ
4872,Rhipidomys latimanus,ネズミ
4873,Rhipidomys leucodactylus,ネズミ
4874,Rhipidomys macconnelli,ネズミ
4875,Rhipidomys macrurus,ネズミ
4876,Rhipidomys mastacalis,ネズミ
4877,Rhipidomys nitela,ネズミ
4878,Rhipidomys scandens,ネズミ
4879,Rhipidomys tribei,ネズミ
4880,Rhipidomys venezuelae,ネズミ
4881,Rhipidomys venustus,ネズミ
4882,Rhipidomys wetzeli,ネズミ
4883,Rhipidomys ybyrae,ネズミ
4884,Rhizomys pruinosus,ネズミ
4885,Rhizomys sinensis,ネズミ
4886,Rhizomys sumatrensis,ネズミ
4887,Rhogeessa aenea,コウモリ
4888,Rhogeessa bickhami,コウモリ
4889,Rhogeessa genowaysi,コウモリ
4890,Rhogeessa io,コウモリ
4891,Rhogeessa menchuae,コウモリ
4892,Rhogeessa mira,コウモリ
4893,Rhogeessa parvula,コウモリ
4894,Rhogeessa permutandis,コウモリ
4895,Rhogeessa tumida,コウモリ
4896,Rhogeessa velilla,コウモリ
4897,Rhombomys opimus,ネズミ
4899,Rhynchocyon cirnei,ゾウムシ
4900,Rhynchocyon petersi,ゾウムシ
4901,Rhynchocyon stuhlmanni,ゾウムシ
4906,Rhynchomys banahao,ネズミ
4907,Rhynchomys isarogensis,ネズミ
4908,Rhynchomys labo,ネズミ
4909,Rhynchomys soricoides,ネズミ
4910,Rhynchomys tapulao,ネズミ
4911,Rhynchonycteris naso,コウモリ
4912,Rhyneptesicus nasutus,コウモリ
4913,Romerolagus diazi,ウサギ
4914,Rousettus aegyptiacus,コウモリ
4915,Rousettus amplexicaudatus,コウモリ
4916,Rousettus celebensis,コウモリ
4917,Rousettus leschenaultii,コウモリ
4918,Rousettus linduensis,コウモリ
4919,Rousettus madagascariensis,コウモリ
4920,Rousettus obliviosus,コウモリ
4921,Rousettus spinalatus,コウモリ
4922,Rubrisciurus rubriventer,リス
4923,Rucervus duvaucelii,シカ
4924,Rucervus eldii,シカ
4925,Rucervus schomburgki,シカ
4926,Rungwecebus kipunji,サル
4927,Rupicapra pyrenaica,ヤギ
4928,Rupicapra rupicapra,ヤギ
4929,Rusa alfredi,シカ
4930,Rusa marianna,シカ
4931,Rusa timorensis,シカ
4932,Rusa unicolor,シカ
4934,Saccolaimus flaviventris,コウモリ
4935,Saccolaimus saccolaimus,コウモリ
4936,Saccopteryx bilineata,コウモリ
4937,Saccopteryx canescens,コウモリ
4938,Saccopteryx gymnura,コウモリ
4939,Saccopteryx leptura,コウモリ
4940,Saccostomus campestris,ネズミ
4941,Saccostomus mashonae,ネズミ
4942,Saccostomus mearnsi,ネズミ
4943,Saccostomus umbriventer,ネズミ
4944,Sagmatias australis,クジラ
4945,Sagmatias cruciger,クジラ
4946,Sagmatias obliquidens,イルカ
4947,Sagmatias obscurus,イルカ
4948,Saguinus bicolor,サル
4949,Saguinus geoffroyi,サル
4950,Saguinus graellsi,サル
4951,Saguinus imperator,サル
4952,Saguinus inustus,サル
4953,Saguinus labiatus,サル
4954,Saguinus leucopus,サル
4955,Saguinus martinsi,サル
4956,Saguinus melanoleucus,サル
4957,Saguinus midas,サル
4958,Saguinus mystax,サル
4959,Saguinus niger,サル
4960,Saguinus oedipus,サル
4961,Saguinus ursulus,サル
4962,Saguinus weddelli,サル
4963,Saiga tatarica,サイガ
4964,Saimiri boliviensis,リスザル
4965,Saimiri cassiquiarensis,サル
4966,Saimiri macrodon,サル
4967,Saimiri oerstedii,サル
4968,Saimiri sciureus,リスザル
4969,Saimiri ustus,サル
4970,Saimiri vanzolinii,サル
4973,Salinomys delicatus,ネズミ
4974,Salpingotus crassicauda,ネズミ
4975,Salpingotus kozlovi,ネズミ
4976,Santamartamys rufodorsalis,ネズミ
4977,Sapajus apella,サル
4978,Sapajus cay,サル
4979,Sapajus flavius,サル
4980,Sapajus libidinosus,サル
4981,Sapajus nigritus,サル
4982,Sapajus xanthosternos,サル
4983,Sarcophilus harrisii,タスマニアデビル
4984,Sauromys petrophilus,コウモリ
4985,Saxatilomys paulinae,ネズミ
4986,Scalopus aquaticus,モグラ
4987,Scapanulus oweni,モグラ
4988,Scapanus anthonyi,モグラ
4989,Scapanus latimanus,モグラ
4990,Scapanus occultus,モグラ
4991,Scapanus orarius,モグラ
4992,Scapanus townsendii,モグラ
4993,Scapteromys aquaticus,ネズミ
4994,Scapteromys meridionalis,ネズミ
4995,Scapteromys tumidus,ネズミ
4996,Scaptochirus moschatus,モグラ
4997,Scaptonyx fusicauda,モグラ
5000,Scarturus elater,ネズミ
5004,Scarturus indica,ウサギ
5009,Sciurillus pusillus,リス
5010,Sciurotamias davidianus,リス
5011,Sciurotamias forresti,リス
5012,Sciurus aberti,リス
5013,Sciurus alleni,リス
5014,Sciurus anomalus,リス
5015,Sciurus aureogaster,リス
5016,Sciurus carolinensis,リス
5017,Sciurus deppei,リス
5018,Sciurus flammifer,リス
5019,Sciurus gilvigularis,リス
5020,Sciurus granatensis,リス
5021,Sciurus ignitus,リス
5022,Sciurus lis,リス
5023,Sciurus meridionalis,リス
5024,Sciurus niger,リス
5025,Sciurus oculatus,リス
5026,Sciurus variegatoides,リス
5027,Sciurus vulgaris,リス
5028,Scolomys juruaense,ネズミ
5029,Scolomys melanops,ネズミ
5030,Scolomys ucayalensis,ネズミ
5031,Scotinomys teguina,ネズミ
5032,Scotinomys xerampelinus,ネズミ
5033,Scotoecus albofuscus,コウモリ
5034,Scotoecus hindei,コウモリ
5035,Scotoecus hirundo,コウモリ
5036,Scotomanes ornatus,コウモリ
5037,Scotonycteris bergmansi,コウモリ
5038,Scotonycteris occidentalis,コウモリ
5039,Scotonycteris zenkeri,コウモリ
5040,Scotophilus andrewreborii,コウモリ
5041,Scotophilus borbonicus,コウモリ
5042,Scotophilus dinganii,コウモリ
5043,Scotophilus heathii,コウモリ
5044,Scotophilus kuhlii,コウモリ
5045,Scotophilus leucogaster,コウモリ
5046,Scotophilus livingstonii,コウモリ
5047,Scotophilus marovaza,コウモリ
5048,Scotophilus nigrita,コウモリ
5049,Scotophilus nucella,コウモリ
5050,Scotophilus nux,コウモリ
5051,Scotophilus robustus,コウモリ
5052,Scotophilus tandrefana,コウモリ
5053,Scotophilus trujilloi,コウモリ
5054,Scotophilus viridis,コウモリ
5055,Scotozous dormeri,コウモリ
5056,Scutisorex congicus,モグラ
5057,Scutisorex somereni,モグラ
5059,Sekeetamys calurus,ネズミ
5061,Semnopithecus ajax,サル
5062,Semnopithecus entellus,サル
5063,Semnopithecus hector,サル
5064,Semnopithecus hypoleucos,サル
5065,Semnopithecus priam,サル
5066,Semnopithecus schistaceus,サル
5067,Serengetimys pernanus,ネズミ
5068,Setifer setosus,ハリネズミ
5069,Setirostris eleryi,コウモリ
5070,Setonix brachyurus,クオッカ
5071,Sicista armenica,ネズミ
5072,Sicista betulina,ネズミ
5073,Sicista caucasica,ネズミ
5074,Sicista caudata,ネズミ
5075,Sicista cimlanica,ネズミ
5076,Sicista concolor,ネズミ
5077,Sicista kazbegica,ネズミ
5078,Sicista kluchorica,ネズミ
5079,Sicista lorigera,ネズミ
5080,Sicista napaea,ネズミ
5081,Sicista nordmanni,ネズミ
5082,Sicista severtzovi,ネズミ
5083,Sicista strandi,ネズミ
5084,Sicista subtilis,ネズミ
5085,Sicista tianschanica,ネズミ
5086,Sicista trizona,ネズミ
5087,Sigmodon alleni,ネズミ
5088,Sigmodon alstoni,ネズミ
5089,Sigmodon arizonae,ネズミ
5090,Sigmodon fulviventer,ネズミ
5091,Sigmodon hirsutus,ネズミ
5092,Sigmodon hispidus,ネズミ
5093,Sigmodon leucotis,ネズミ
5094,Sigmodon mascotensis,ネズミ
5095,Sigmodon ochrognathus,ネズミ
5096,Sigmodon peruanus,ネズミ
5097,Sigmodon toltecus,ネズミ
5098,Sigmodon zanjonensis,ネズミ
5099,Sigmodontomys alfari,ネズミ
5100,Sigmodontomys aphrastus,ネズミ
5101,Simias concolor,サル
5102,Simosciurus nebouxii,リス
5103,Simosciurus stramineus,リス
5104,Simosthenurus occidentalis,カンガルー
5107,Smilodon fatalis,サーベルタイガー
5108,Smilodon populator,サーベルタイガー
5113,Sminthopsis crassicaudata,ネズミ
5120,Sminthopsis hirtipes,ネズミ
5124,Sminthopsis murina,ネズミ
5126,Sminthopsis psammophila,ネズミ
5130,Smutsia gigantea,センザンコウ
5131,Smutsia temminckii,センザンコウ
5134,Solomys ponceleti,ネズミ
5135,Solomys salebrosus,ネズミ
5136,Sommeromys macrorhinos,ネズミ
5138,Sorex albibarbis,モグラ
5139,Sorex alpinus,モグラ
5140,Sorex antinorii,モグラ
5141,Sorex araneus,モグラ
5142,Sorex arcticus,モグラ
5143,Sorex arizonae,モグラ
5144,Sorex asper,モグラ
5145,Sorex bairdi,モグラ
5146,Sorex bedfordiae,トガリネズミ
5147,Sorex bendirii,モグラ
5148,Sorex buchariensis,モグラ
5149,Sorex caecutiens,トガリネズミ
5150,Sorex camtschatica,トガリネズミ
5151,Sorex cansulus,モグラ
5152,Sorex chiapensis,モグラ
5153,Sorex cinereus,トガリネズミ
5154,Sorex coronatus,モグラ
5155,Sorex cylindricauda,モグラ
5156,Sorex daphaenodon,モグラ
5157,Sorex dispar,トガリネズミ
5158,Sorex emarginatus,トガリネズミ
5159,Sorex excelsus,トガリネズミ
5160,Sorex fumeus,モグラ
5161,Sorex gaspensis,モグラ
5162,Sorex gracillimus,トガリネズミ
5163,Sorex granarius,モグラ
5164,Sorex haydeni,トガリネズミ
5165,Sorex hosonoi,トガリネズミ
5166,Sorex hoyi,トガリネズミ
5167,Sorex hydrodromus,モグラ
5168,Sorex isodon,モグラ
5169,Sorex jacksoni,モグラ
5170,Sorex leucogaster,モグラ
5171,Sorex longirostris,トガリネズミ
5172,Sorex lyelli,モグラ
5173,Sorex macrodon,モグラ
5174,Sorex maritimensis,トガリネズミ
5175,Sorex milleri,モグラ
5176,Sorex minutissimus,トガリネズミ
5177,Sorex minutus,トガリネズミ
5178,Sorex mirabilis,モグラ
5179,Sorex monticolus,モグラ
5180,Sorex mutabilis,モグラ
5181,Sorex nanus,トガリネズミ
5182,Sorex neomexicanus,モグラ
5183,Sorex ornatus,モグラ
5184,Sorex pacificus,モグラ
5185,Sorex palustris,モグラ
5186,Sorex portenkoi,モグラ
5187,Sorex preblei,モグラ
5188,Sorex raddei,トガリネズミ
5189,Sorex roboratus,モグラ
5190,Sorex rohweri,モグラ
5191,Sorex samniticus,モグラ
5192,Sorex satunini,モグラ
5193,Sorex saussurei,モグラ
5194,Sorex shinto,トガリネズミ
5195,Sorex sinalis,モグラ
5196,Sorex sonomae,モグラ
5197,Sorex tenellus,モグラ
5198,Sorex thibetanus,モグラ
5199,Sorex thompsoni,モグラ
5200,Sorex trowbridgii,モグラ
5201,Sorex tundrensis,トガリネズミ
5202,Sorex ugyunak,モグラ
5203,Sorex unguiculatus,トガリネズミ
5204,Sorex vagrans,モグラ
5205,Sorex ventralis,モグラ
5206,Sorex veraepacis,モグラ
5207,Sorex volnuchini,モグラ
5208,Sorex yukonicus,トガリネズミ
5209,Soricomys kalinga,ネズミ
