number,scientific_name,english_common_name,japanese_common_name
4511,Protemnodon anak,Kangaroo,カンガルー
4512,Protoxerus stangeri,Squirrel,リス
4513,Psammomys obesus,Mouse,ネズミ
4514,Psammomys vexillaris,Mouse,ネズミ
4515,Pseudantechinus bilarni,None,なし
4516,Pseudantechinus macdonnellensis,None,なし
4517,Pseudantechinus mimulus,None,なし
4518,Pseudantechinus ningbing,None,なし
4519,Pseudantechinus roryi,None,なし
4520,Pseudantechinus woolleyae,None,なし
4521,Pseudocheirus occidentalis,Possum,コアラ
4522,Pseudocheirus peregrinus,Possum,コアラ
4523,Pseudochirops albertisii,Possum,なし
4524,Pseudochirops archeri,Possum,コアラ
4525,Pseudochirops corinnae,Possum,なし
4526,Pseudochirops cupreus,Possum,なし
4527,Pseudochirops dahlii,Possum,なし
4528,Pseudochirulus canescens,Possum,なし
4529,Pseudochirulus caroli,Possum,なし
4530,Pseudochirulus forbesi,None,なし
4531,Pseudochirulus herbertensis,None,なし
4532,Pseudochirulus mayeri,Possum,なし
4533,Pseudohydromys ellermani,Mouse,ネズミ
4534,Pseudohydromys musseri,Mouse,ネズミ
4535,Pseudohydromys pumehanae,None,ネズミ
4536,Pseudois nayaur,Blue Sheep,ヤギ
4537,Pseudois schaeferi,Blue Sheep,ヤギ
4538,Pseudomys albocinereus,Mouse,ネズミ
4539,Pseudomys apodemoides,Mouse,ネズミ
4540,Pseudomys australis,Mouse,ネズミ
4541,Pseudomys bolami,Mouse,ネズミ
4542,Pseudomys calabyi,Mouse,ネズミ
4543,Pseudomys chapmani,Mouse,ネズミ
4544,Pseudomys delicatulus,Mouse,ネズミ
4545,Pseudomys desertor,Mouse,ネズミ
4546,Pseudomys fieldi,Mouse,ネズミ
4547,Pseudomys fumeus,Mouse,ネズミ
4548,Pseudomys gouldii,Mouse,ネズミ
4549,Pseudomys gracilicaudatus,Mouse,ネズミ
4550,Pseudomys hermannsburgensis,Mouse,ネズミ
4551,Pseudomys higginsi,Mouse,ネズミ
4552,Pseudomys johnsoni,Mouse,ネズミ
4553,Pseudomys laborifex,Mouse,ネズミ
4554,Pseudomys nanus,Mouse,ネズミ
4555,Pseudomys novaehollandiae,Mouse,ネズミ
4556,Pseudomys occidentalis,Mouse,ネズミ
4557,Pseudomys oralis,Mouse,ネズミ
4558,Pseudomys patrius,Mouse,ネズミ
4559,Pseudomys pilligaensis,Mouse,ネズミ
4560,Pseudomys shortridgei,Mouse,ネズミ
4561,Pseudonovibos spiralis,None,なし
4562,Pseudorca crassidens,False Killer Whale,クジラ
4563,Pseudoromicia brunnea,Bat,コウモリ
4564,Pseudoromicia isabella,Bat,コウモリ
4565,Pseudoromicia kityoi,Bat,コウモリ
4566,Pseudoromicia mbamminkom,Bat,コウモリ
4567,Pseudoromicia nyanza,Bat,コウモリ
4568,Pseudoromicia principis,Bat,コウモリ
4569,Pseudoromicia rendalli,Bat,コウモリ
4570,Pseudoromicia roseveari,Bat,コウモリ
4571,Pseudoromicia tenuipinnis,Bat,コウモリ
4572,Pseudoryx nghetinhensis,None,なし
4573,Pseudoryzomys simplex,Mouse,ネズミ
4574,Pseudosoriculus fumidus,Shrew,なし
4575,Ptenochirus jagorii,Bat,コウモリ
4576,Ptenochirus minor,Bat,コウモリ
4577,Ptenochirus wetmorei,Bat,コウモリ
4578,Pteralopex atrata,Bat,コウモリ
4579,Pteralopex taki,Bat,コウモリ
4580,Pteromys momonga,Flying Squirrel,モモンガ
4581,Pteromys volans,Flying Squirrel,ムササビ
4582,Pteromyscus pulverulentus,Squirrel,リス
4583,Pteronotus alitonus,Bat,コウモリ
4584,Pteronotus davyi,Bat,コウモリ
4585,Pteronotus fuliginosus,Bat,コウモリ
4586,Pteronotus fulvus,Bat,コウモリ
4587,Pteronotus gymnonotus,Bat,コウモリ
4588,Pteronotus macleayii,Bat,コウモリ
4589,Pteronotus mesoamericanus,Bat,コウモリ
4590,Pteronotus parnellii,Bat,コウモリ
4591,Pteronotus personatus,Bat,コウモリ
4592,Pteronotus psilotis,Bat,コウモリ
4593,Pteronotus pusillus,Bat,コウモリ
4594,Pteronotus quadridens,Bat,コウモリ
4595,Pteronotus rubiginosus,Bat,コウモリ
4596,Pteronura brasiliensis,Giant Otter,カワウソ
4597,Pteropus admiralitatum,Bat,コウモリ
4598,Pteropus aldabrensis,Bat,コウモリ
4599,Pteropus alecto,Bat,コウモリ
4600,Pteropus anetianus,Bat,コウモリ
4601,Pteropus caniceps,Bat,コウモリ
4602,Pteropus capistratus,Bat,コウモリ
4603,Pteropus chrysoproctus,Bat,コウモリ
4604,Pteropus cognatus,Bat,コウモリ
4605,Pteropus conspicillatus,Bat,コウモリ
4606,Pteropus dasymallus,Bat,コウモリ
4607,Pteropus faunulus,Bat,コウモリ
4608,Pteropus fundatus,Bat,コウモリ
4609,Pteropus gilliardi,Bat,コウモリ
4610,Pteropus griseus,Bat,コウモリ
4611,Pteropus hypomelanus,Bat,コウモリ
4612,Pteropus livingstonii,Bat,コウモリ
4613,Pteropus lombocensis,Bat,コウモリ
4614,Pteropus lylei,Bat,コウモリ
4615,Pteropus macrotis,Bat,コウモリ
4616,Pteropus mahaganus,Bat,コウモリ
4617,Pteropus mariannus,Bat,コウモリ
4618,Pteropus medius,Bat,コウモリ
4619,Pteropus melanopogon,Bat,コウモリ
4620,Pteropus melanotus,Bat,コウモリ
4621,Pteropus molossinus,Bat,コウモリ
4622,Pteropus neohibernicus,Bat,コウモリ
4623,Pteropus niger,Bat,コウモリ
4624,Pteropus nitendiensis,Bat,コウモリ
4625,Pteropus ocularis,Bat,コウモリ
4626,Pteropus ornatus,Bat,コウモリ
4627,Pteropus pelagicus,Bat,コウモリ
4628,Pteropus pelewensis,Bat,コウモリ
4629,Pteropus personatus,Bat,コウモリ
4630,Pteropus pohlei,Bat,コウモリ
4631,Pteropus poliocephalus,Bat,コウモリ
4632,Pteropus pselaphon,Bat,コウモリ
4633,Pteropus pumilus,Bat,コウモリ
4634,Pteropus rayneri,Bat,コウモリ
4635,Pteropus rennelli,Bat,コウモリ
4636,Pteropus rodricensis,Bat,コウモリ
4637,Pteropus rufus,Bat,コウモリ
4638,Pteropus samoensis,Bat,コウモリ
4639,Pteropus scapulatus,Bat,コウモリ
4640,Pteropus seychellensis,Bat,コウモリ
4641,Pteropus speciosus,Bat,コウモリ
4642,Pteropus temminckii,Bat,コウモリ
4643,Pteropus tokudae,Bat,コウモリ
4644,Pteropus tonganus,Bat,コウモリ
4645,Pteropus tuberculatus,Bat,コウモリ
4646,Pteropus ualanus,Bat,コウモリ
4647,Pteropus vampyrus,Bat,コウモリ
4648,Pteropus vetulus,Bat,コウモリ
4649,Pteropus voeltzkowi,Bat,コウモリ
4650,Pteropus woodfordi,Bat,コウモリ
4651,Ptilocercus lowii,Tree Shrew,なし
4652,Pudu mephistophiles,Pudu,なし
4653,Pudu puda,Pudu,シカ
4654,Puma concolor,Cougar,ピューマ
4655,Punomys kofordi,Mouse,ネズミ
4656,Punomys lemminus,Mouse,ネズミ
4657,Pusa caspica,Caspian Seal,アザラシ
4658,Pusa hispida,Seal,アザラシ
4659,Pusa saimensis,Seal,アザラシ
4660,Pusa sibirica,Seal,アザラシ
4661,Pygathrix cinerea,Monkey,サル
4662,Pygathrix nemaeus,Monkey,サル
4663,Pygathrix nigripes,Monkey,サル
4664,Pygeretmus platyurus,Jerboa,ネズミ
4665,Pygeretmus pumilio,Jerboa,ネズミ
4666,Pygeretmus shitkovi,Jerboa,なし
4667,Pygoderma bilabiatum,Bat,コウモリ
4668,Rangifer tarandus,Reindeer,トナカイ
4669,Raphicerus campestris,Steenbok,なし
4670,Raphicerus melanotis,Antelope,なし
4671,Raphicerus sharpei,Sharpe's Grysbok,なし
4672,Rattus andamanensis,Rat,ネズミ
4673,Rattus annandalei,Rat,ネズミ
4674,Rattus argentiventer,Rat,ネズミ
4675,Rattus baluensis,Rat,ネズミ
4676,Rattus colletti,Rat,ネズミ
4677,Rattus detentus,Rat,ネズミ
4678,Rattus everetti,Rat,ネズミ
4679,Rattus exulans,Rat,ネズミ
4680,Rattus facetus,Rat,ネズミ
4681,Rattus flavipectus,Rat,ネズミ
4682,Rattus fuscipes,Rat,ネズミ
4683,Rattus giluwensis,Rat,ネズミ
4684,Rattus hoffmanni,Rat,ネズミ
4685,Rattus hoogerwerfi,Rat,ネズミ
4686,Rattus korinchi,Rat,ネズミ
4687,Rattus leucopus,Rat,ネズミ
4688,Rattus losea,Rat,ネズミ
4689,Rattus lutreolus,Rat,ネズミ
4690,Rattus macleari,Rat,ネズミ
4691,Rattus mindorensis,Rat,ネズミ
4692,Rattus moluccarius,Rat,ネズミ
4693,Rattus montanus,Rat,ネズミ
4694,Rattus mordax,Rat,ネズミ
4695,Rattus morotaiensis,Rat,ネズミ
4696,Rattus nativitatis,Rat,ネズミ
4697,Rattus niobe,Rat,ネズミ
4698,Rattus nitidus,Rat,ネズミ
4699,Rattus norvegicus,Rat,ドブネズミ
4700,Rattus novaeguineae,Rat,ネズミ
4701,Rattus praetor,Rat,ネズミ
4702,Rattus pyctoris,Rat,ネズミ
4703,Rattus ranjiniae,Rat,ネズミ
4704,Rattus rattus,Rat,ネズミ
4705,Rattus sakeratensis,Rat,ネズミ
4706,Rattus satarae,Rat,ネズミ
4707,Rattus sordidus,Rat,ネズミ
4708,Rattus steini,Rat,ネズミ
4709,Rattus tanezumi,Rat,ネズミ
4710,Rattus timorensis,Rat,ネズミ
4711,Rattus tiomanicus,Rat,ネズミ
4712,Rattus tunneyi,Rat,ネズミ
4713,Rattus verecundus,Rat,ネズミ
4714,Rattus villosissimus,Rat,ネズミ
4715,Rattus xanthurus,Rat,ネズミ
4716,Ratufa affinis,Squirrel,リス
4717,Ratufa bicolor,Giant Squirrel,リス
4718,Ratufa indica,Giant Squirrel,リス
4719,Ratufa macroura,Squirrel,リス
4720,Redunca arundinum,Reedbuck,なし
4721,Redunca fulvorufula,Antelope,なし
4722,Redunca redunca,Antelope,なし
4723,Reithrodon auritus,Mouse,ネズミ
4724,Reithrodon typicus,Mouse,ネズミ
4725,Reithrodontomys bakeri,Mouse,ネズミ
4726,Reithrodontomys brevirostris,Mouse,ネズミ
4727,Reithrodontomys cherrii,Mouse,ネズミ
4728,Reithrodontomys chrysopsis,Mouse,ネズミ
4729,Reithrodontomys creper,Mouse,ネズミ
4730,Reithrodontomys darienensis,Mouse,ネズミ
4731,Reithrodontomys fulvescens,Mouse,ネズミ
4732,Reithrodontomys garichensis,Mouse,ネズミ
4733,Reithrodontomys gracilis,Mouse,ネズミ
4734,Reithrodontomys hirsutus,Mouse,ネズミ
4735,Reithrodontomys humulis,Mouse,ネズミ
4736,Reithrodontomys megalotis,Mouse,ネズミ
4737,Reithrodontomys mexicanus,Mouse,ネズミ
4738,Reithrodontomys microdon,Mouse,ネズミ
4739,Reithrodontomys montanus,Mouse,ネズミ
4740,Reithrodontomys raviventris,Mouse,ネズミ
4741,Reithrodontomys spectabilis,Mouse,ネズミ
4742,Reithrodontomys sumichrasti,Mouse,ネズミ
4743,Reithrodontomys tenuirostris,Mouse,ネズミ
4744,Reithrodontomys wagneri,Mouse,ネズミ
4745,Reithrodontomys zacatecae,Mouse,ネズミ
4746,Rhabdomys bechuanae,Mouse,ネズミ
4747,Rhabdomys chakae,Mouse,ネズミ
4748,Rhabdomys dilectus,Mouse,ネズミ
4749,Rhabdomys intermedius,Mouse,ネズミ
4750,Rhabdomys pumilio,Mouse,ネズミ
4751,Rhagomys jequitiba,Mouse,ネズミ
4752,Rhagomys longilingua,Mouse,ネズミ
4753,Rhagomys rufescens,Mouse,ネズミ
4754,Rheithrosciurus macrotis,Squirrel,リス
4755,Rheomys mexicanus,Mouse,ネズミ
4756,Rheomys raptor,Mouse,ネズミ
4757,Rheomys thomasi,Mouse,ネズミ
4758,Rhinoceros sondaicus,Javan Rhinoceros,サイ
4759,Rhinoceros unicornis,Indian Rhinoceros,サイ
4760,Rhinolophus acuminatus,Bat,コウモリ
4761,Rhinolophus affinis,Bat,コウモリ
4762,Rhinolophus alcyone,Bat,コウモリ
4763,Rhinolophus andamanensis,Bat,コウモリ
4764,Rhinolophus arcuatus,Bat,コウモリ
4765,Rhinolophus beddomei,Bat,コウモリ
4766,Rhinolophus blasii,Bat,コウモリ
4767,Rhinolophus bocharicus,Bat,コウモリ
4768,Rhinolophus borneensis,Bat,コウモリ
4769,Rhinolophus capensis,Bat,コウモリ
4770,Rhinolophus celebensis,Bat,コウモリ
4771,Rhinolophus chaseni,Bat,コウモリ
4772,Rhinolophus chiewkweeae,Bat,コウモリ
4773,Rhinolophus clivosus,Bat,コウモリ
4774,Rhinolophus coelophyllus,Bat,コウモリ
4775,Rhinolophus cognatus,Bat,コウモリ
4776,Rhinolophus cornutus,Bat,コウモリ
4777,Rhinolophus creaghi,Bat,コウモリ
4778,Rhinolophus damarensis,Bat,コウモリ
4779,Rhinolophus darlingi,Bat,コウモリ
4780,Rhinolophus deckenii,Bat,コウモリ
4781,Rhinolophus denti,Bat,コウモリ
4782,Rhinolophus eloquens,Bat,コウモリ
4783,Rhinolophus euryale,Bat,コウモリ
4784,Rhinolophus euryotis,Bat,コウモリ
4785,Rhinolophus ferrumequinum,Bat,コウモリ
4786,Rhinolophus formosae,Bat,コウモリ
4787,Rhinolophus francisi,Bat,コウモリ
4788,Rhinolophus fumigatus,Bat,コウモリ
4789,Rhinolophus gorongosae,Bat,コウモリ
4790,Rhinolophus hildebrandti,Bat,コウモリ
4791,Rhinolophus hilli,Bat,コウモリ
4792,Rhinolophus hipposideros,Bat,コウモリ
4793,Rhinolophus indorouxii,Bat,コウモリ
4794,Rhinolophus inops,Bat,コウモリ
4795,Rhinolophus inops/arcuatus,Bat,コウモリ
4796,Rhinolophus inops/subrufus,Bat,コウモリ
4797,Rhinolophus kahuzi,Bat,コウモリ
4798,Rhinolophus landeri,Bat,コウモリ
4799,Rhinolophus lepidus,Bat,コウモリ
4800,Rhinolophus lobatus,Bat,コウモリ
4801,Rhinolophus luctoides,Bat,コウモリ
4802,Rhinolophus luctus,Bat,コウモリ
4803,Rhinolophus mabuensis,Bat,コウモリ
4804,Rhinolophus maclaudi,Bat,コウモリ
4805,Rhinolophus macrotis,Bat,コウモリ
4806,Rhinolophus malayanus,Bat,コウモリ
4807,Rhinolophus marshalli,Bat,コウモリ
4808,Rhinolophus megaphyllus,Bat,コウモリ
4809,Rhinolophus mehelyi,Bat,コウモリ
4810,Rhinolophus microglobosus,Bat,コウモリ
4811,Rhinolophus monoceros,Bat,コウモリ
4812,Rhinolophus monticolus,Bat,コウモリ
4813,Rhinolophus morio,Bat,コウモリ
4814,Rhinolophus mossambicus,Bat,コウモリ
4815,Rhinolophus nippon,Bat,コウモリ
4816,Rhinolophus osgoodi,Bat,コウモリ
4817,Rhinolophus pearsonii,Bat,コウモリ
4818,Rhinolophus perditus,Bat,コウモリ
4819,Rhinolophus perniger,Bat,コウモリ
4820,Rhinolophus philippinensis,Bat,コウモリ
4821,Rhinolophus pumilus,Bat,コウモリ
4822,Rhinolophus pusillus,Bat,コウモリ
4823,Rhinolophus rex,Bat,コウモリ
4824,Rhinolophus rhodesiae,Bat,コウモリ
4825,Rhinolophus robinsoni,Bat,コウモリ
4826,Rhinolophus rouxii,Bat,コウモリ
4827,Rhinolophus rufus,Bat,コウモリ
4828,Rhinolophus ruwenzorii,Bat,コウモリ
4829,Rhinolophus sakejiensis,Bat,コウモリ
4830,Rhinolophus sedulus,Bat,コウモリ
4831,Rhinolophus shameli,Bat,コウモリ
4832,Rhinolophus shortridgei,Bat,コウモリ
4833,Rhinolophus siamensis,Bat,コウモリ
4834,Rhinolophus simulator,Bat,コウモリ
4835,Rhinolophus sinicus,Bat,コウモリ
4836,Rhinolophus stheno,Bat,コウモリ
4837,Rhinolophus subrufus,Bat,コウモリ
4838,Rhinolophus subrufus/arcuatus,Bat,コウモリ
4839,Rhinolophus swinnyi,Bat,コウモリ
4840,Rhinolophus thailandensis,Bat,コウモリ
4841,Rhinolophus thomasi,Bat,コウモリ
4842,Rhinolophus trifoliatus,Bat,コウモリ
4843,Rhinolophus virgo,Bat,コウモリ
4844,Rhinolophus webalai,Bat,コウモリ
4845,Rhinolophus willardi,Bat,コウモリ
4846,Rhinolophus xinanzhongguoensis,Bat,コウモリ
4847,Rhinolophus yonghoiseni,Bat,コウモリ
4848,Rhinolophus yunanensis,Bat,コウモリ
4849,Rhinonicteris aurantia,Bat,コウモリ
4850,Rhinophylla alethina,Bat,コウモリ
4851,Rhinophylla fischerae,Bat,コウモリ
4852,Rhinophylla pumilio,Bat,コウモリ
4853,Rhinopithecus avunculus,Monkey,サル
4854,Rhinopithecus bieti,Monkey,サル
4855,Rhinopithecus brelichi,Monkey,サル
4856,Rhinopithecus roxellana,Golden Snub-nosed Monkey,サル
4857,Rhinopithecus strykeri,Monkey,サル
4858,Rhinopoma cystops,Bat,コウモリ
4859,Rhinopoma hadramauticum,Bat,コウモリ
4860,Rhinopoma hardwickii,Bat,コウモリ
4861,Rhinopoma macinnesi,Bat,コウモリ
4862,Rhinopoma microphyllum,Bat,コウモリ
4863,Rhinopoma muscatellum,Bat,コウモリ
4864,Rhinosciurus laticaudatus,Shrew,リス
4865,Rhipidomys albujai,Mouse,ネズミ
4866,Rhipidomys austrinus,Mouse,ネズミ
4867,Rhipidomys cariri,Mouse,ネズミ
4868,Rhipidomys emiliae,Mouse,ネズミ
4869,Rhipidomys gardneri,Mouse,ネズミ
4870,Rhipidomys ipukensis,Mouse,ネズミ
4871,Rhipidomys itoan,Mouse,ネズミ
4872,Rhipidomys latimanus,Mouse,ネズミ
4873,Rhipidomys leucodactylus,Mouse,ネズミ
4874,Rhipidomys macconnelli,Mouse,ネズミ
4875,Rhipidomys macrurus,Mouse,ネズミ
4876,Rhipidomys mastacalis,Mouse,ネズミ
4877,Rhipidomys nitela,Mouse,ネズミ
4878,Rhipidomys scandens,Mouse,ネズミ
4879,Rhipidomys tribei,Mouse,ネズミ
4880,Rhipidomys venezuelae,Mouse,ネズミ
4881,Rhipidomys venustus,Mouse,ネズミ
4882,Rhipidomys wetzeli,Mouse,ネズミ
4883,Rhipidomys ybyrae,Mouse,ネズミ
4884,Rhizomys pruinosus,Rat,ネズミ
4885,Rhizomys sinensis,Rat,ネズミ
4886,Rhizomys sumatrensis,Rat,ネズミ
4887,Rhogeessa aenea,Bat,コウモリ
4888,Rhogeessa bickhami,Bat,コウモリ
4889,Rhogeessa genowaysi,Bat,コウモリ
4890,Rhogeessa io,Bat,コウモリ
4891,Rhogeessa menchuae,Bat,コウモリ
4892,Rhogeessa mira,Bat,コウモリ
4893,Rhogeessa parvula,Bat,コウモリ
4894,Rhogeessa permutandis,Bat,コウモリ
4895,Rhogeessa tumida,Bat,コウモリ
4896,Rhogeessa velilla,Bat,コウモリ
4897,Rhombomys opimus,Gerbil,ネズミ
4898,Rhynchocyon chrysopygus,Elephant Shrew,なし
4899,Rhynchocyon cirnei,Elephant Shrew,ゾウムシ
4900,Rhynchocyon petersi,Elephant Shrew,ゾウムシ
4901,Rhynchocyon stuhlmanni,Elephant Shrew,ゾウムシ
4902,Rhynchocyon udzungwensis,Elephant Shrew,なし
4903,Rhynchogale melleri,Meller's Mongoose,なし
4904,Rhyncholestes raphanurus,Shrew,なし
4905,Rhynchomeles prattorum,None,なし
4906,Rhynchomys banahao,Mouse,ネズミ
4907,Rhynchomys isarogensis,Mouse,ネズミ
4908,Rhynchomys labo,Mouse,ネズミ
4909,Rhynchomys soricoides,Mouse,ネズミ
4910,Rhynchomys tapulao,Mouse,ネズミ
4911,Rhynchonycteris naso,Bat,コウモリ
4912,Rhyneptesicus nasutus,Bat,コウモリ
4913,Romerolagus diazi,Rabbit,ウサギ
4914,Rousettus aegyptiacus,Bat,コウモリ
4915,Rousettus amplexicaudatus,Bat,コウモリ
4916,Rousettus celebensis,Bat,コウモリ
4917,Rousettus leschenaultii,Bat,コウモリ
4918,Rousettus linduensis,Bat,コウモリ
4919,Rousettus madagascariensis,Bat,コウモリ
4920,Rousettus obliviosus,Bat,コウモリ
4921,Rousettus spinalatus,Bat,コウモリ
4922,Rubrisciurus rubriventer,Squirrel,リス
4923,Rucervus duvaucelii,Swamp Deer,シカ
4924,Rucervus eldii,Eld's Deer,シカ
4925,Rucervus schomburgki,Deer,シカ
4926,Rungwecebus kipunji,Monkey,サル
4927,Rupicapra pyrenaica,Chamois,ヤギ
4928,Rupicapra rupicapra,Chamois,ヤギ
4929,Rusa alfredi,Deer,シカ
4930,Rusa marianna,Deer,シカ
4931,Rusa timorensis,Deer,シカ
4932,Rusa unicolor,Sambar Deer,シカ
4933,Ruwenzorisorex suncoides,Shrew,なし
4934,Saccolaimus flaviventris,Bat,コウモリ
4935,Saccolaimus saccolaimus,Bat,コウモリ
4936,Saccopteryx bilineata,Bat,コウモリ
4937,Saccopteryx canescens,Bat,コウモリ
4938,Saccopteryx gymnura,Bat,コウモリ
4939,Saccopteryx leptura,Bat,コウモリ
4940,Saccostomus campestris,Mouse,ネズミ
4941,Saccostomus mashonae,Mouse,ネズミ
4942,Saccostomus mearnsi,Mouse,ネズミ
4943,Saccostomus umbriventer,Mouse,ネズミ
4944,Sagmatias australis,Dolphin,クジラ
4945,Sagmatias cruciger,Dolphin,クジラ
4946,Sagmatias obliquidens,Dolphin,イルカ
4947,Sagmatias obscurus,Dolphin,イルカ
4948,Saguinus bicolor,Tamarin,サル
4949,Saguinus geoffroyi,Tamarin,サル
4950,Saguinus graellsi,Monkey,サル
4951,Saguinus imperator,Emperor Tamarin,サル
4952,Saguinus inustus,Monkey,サル
4953,Saguinus labiatus,Tamarin,サル
4954,Saguinus leucopus,Monkey,サル
4955,Saguinus martinsi,Monkey,サル
4956,Saguinus melanoleucus,Monkey,サル
4957,Saguinus midas,Monkey,サル
4958,Saguinus mystax,Tamarin,サル
4959,Saguinus niger,Monkey,サル
4960,Saguinus oedipus,Tamarin,サル
4961,Saguinus ursulus,Monkey,サル
4962,Saguinus weddelli,Monkey,サル
4963,Saiga tatarica,Saiga,サイガ
4964,Saimiri boliviensis,Monkey,リスザル
4965,Saimiri cassiquiarensis,Monkey,サル
4966,Saimiri macrodon,Monkey,サル
4967,Saimiri oerstedii,Monkey,サル
4968,Saimiri sciureus,Squirrel Monkey,リスザル
4969,Saimiri ustus,Monkey,サル
4970,Saimiri vanzolinii,Monkey,サル
4971,Salanoia concolor,None,なし
4972,Salanoia durrelli,None,なし
4973,Salinomys delicatus,Mouse,ネズミ
4974,Salpingotus crassicauda,Jerboa,ネズミ
4975,Salpingotus kozlovi,Jerboa,ネズミ
4976,Santamartamys rufodorsalis,Mouse,ネズミ
4977,Sapajus apella,Capuchin Monkey,サル
4978,Sapajus cay,Monkey,サル
4979,Sapajus flavius,Monkey,サル
4980,Sapajus libidinosus,Monkey,サル
4981,Sapajus nigritus,Monkey,サル
4982,Sapajus xanthosternos,Monkey,サル
4983,Sarcophilus harrisii,Tasmanian Devil,タスマニアデビル
4984,Sauromys petrophilus,Bat,コウモリ
4985,Saxatilomys paulinae,None,ネズミ
4986,Scalopus aquaticus,Mole,モグラ
4987,Scapanulus oweni,Shrew,モグラ
4988,Scapanus anthonyi,Mole,モグラ
4989,Scapanus latimanus,Mole,モグラ
4990,Scapanus occultus,Mole,モグラ
4991,Scapanus orarius,Mole,モグラ
4992,Scapanus townsendii,Mole,モグラ
4993,Scapteromys aquaticus,Mouse,ネズミ
4994,Scapteromys meridionalis,Mouse,ネズミ
4995,Scapteromys tumidus,Mouse,ネズミ
4996,Scaptochirus moschatus,Mole,モグラ
4997,Scaptonyx fusicauda,Mole,モグラ
4998,Scarturus aulacotis,None,なし
4999,Scarturus caprimulga,None,なし
5000,Scarturus elater,Jerboa,ネズミ
5001,Scarturus euphraticus,Jerboa,なし
5002,Scarturus heptneri,Jerboa,なし
5003,Scarturus hotsoni,Jerboa,なし
5004,Scarturus indica,None,ウサギ
5005,Scarturus tetradactyla,None,なし
5006,Scarturus toussi,None,なし
5007,Scarturus vinogradovi,Jerboa,なし
5008,Scarturus williamsi,None,なし
5009,Sciurillus pusillus,Squirrel,リス
5010,Sciurotamias davidianus,Squirrel,リス
5011,Sciurotamias forresti,Squirrel,リス
5012,Sciurus aberti,Squirrel,リス
5013,Sciurus alleni,Squirrel,リス
5014,Sciurus anomalus,Squirrel,リス
5015,Sciurus aureogaster,Squirrel,リス
5016,Sciurus carolinensis,Squirrel,リス
5017,Sciurus deppei,Squirrel,リス
5018,Sciurus flammifer,Squirrel,リス
5019,Sciurus gilvigularis,Squirrel,リス
5020,Sciurus granatensis,Squirrel,リス
5021,Sciurus ignitus,Squirrel,リス
5022,Sciurus lis,Squirrel,リス
5023,Sciurus meridionalis,Squirrel,リス
5024,Sciurus niger,Squirrel,リス
5025,Sciurus oculatus,Squirrel,リス
5026,Sciurus variegatoides,Squirrel,リス
5027,Sciurus vulgaris,Squirrel,リス
5028,Scolomys juruaense,Mouse,ネズミ
5029,Scolomys melanops,Mouse,ネズミ
5030,Scolomys ucayalensis,Mouse,ネズミ
5031,Scotinomys teguina,Mouse,ネズミ
5032,Scotinomys xerampelinus,Mouse,ネズミ
5033,Scotoecus albofuscus,Bat,コウモリ
5034,Scotoecus hindei,Bat,コウモリ
5035,Scotoecus hirundo,Bat,コウモリ
5036,Scotomanes ornatus,Bat,コウモリ
5037,Scotonycteris bergmansi,Bat,コウモリ
5038,Scotonycteris occidentalis,Bat,コウモリ
5039,Scotonycteris zenkeri,Bat,コウモリ
5040,Scotophilus andrewreborii,Bat,コウモリ
5041,Scotophilus borbonicus,Bat,コウモリ
5042,Scotophilus dinganii,Bat,コウモリ
5043,Scotophilus heathii,Bat,コウモリ
5044,Scotophilus kuhlii,Bat,コウモリ
5045,Scotophilus leucogaster,Bat,コウモリ
5046,Scotophilus livingstonii,Bat,コウモリ
5047,Scotophilus marovaza,Bat,コウモリ
5048,Scotophilus nigrita,Bat,コウモリ
5049,Scotophilus nucella,Bat,コウモリ
5050,Scotophilus nux,Bat,コウモリ
5051,Scotophilus robustus,Bat,コウモリ
5052,Scotophilus tandrefana,Bat,コウモリ
5053,Scotophilus trujilloi,Bat,コウモリ
5054,Scotophilus viridis,Bat,コウモリ
5055,Scotozous dormeri,Bat,コウモリ
5056,Scutisorex congicus,Shrew,モグラ
5057,Scutisorex somereni,Shrew,モグラ
5058,Scutisorex thori,Shrew,なし
5059,Sekeetamys calurus,Mouse,ネズミ
5060,Selevinia betpakdalaensis,None,なし
5061,Semnopithecus ajax,Monkey,サル
5062,Semnopithecus entellus,Monkey,サル
5063,Semnopithecus hector,Monkey,サル
5064,Semnopithecus hypoleucos,Monkey,サル
5065,Semnopithecus priam,Monkey,サル
5066,Semnopithecus schistaceus,Monkey,サル
5067,Serengetimys pernanus,Mouse,ネズミ
5068,Setifer setosus,Hedgehog,ハリネズミ
5069,Setirostris eleryi,Bat,コウモリ
5070,Setonix brachyurus,Quokka,クオッカ
5071,Sicista armenica,Mouse,ネズミ
5072,Sicista betulina,Mouse,ネズミ
5073,Sicista caucasica,Mouse,ネズミ
5074,Sicista caudata,Mouse,ネズミ
5075,Sicista cimlanica,Mouse,ネズミ
5076,Sicista concolor,Mouse,ネズミ
5077,Sicista kazbegica,Mouse,ネズミ
5078,Sicista kluchorica,Mouse,ネズミ
5079,Sicista lorigera,Mouse,ネズミ
5080,Sicista napaea,Mouse,ネズミ
5081,Sicista nordmanni,Mouse,ネズミ
5082,Sicista severtzovi,Mouse,ネズミ
5083,Sicista strandi,Mouse,ネズミ
5084,Sicista subtilis,Mouse,ネズミ
5085,Sicista tianschanica,Mouse,ネズミ
5086,Sicista trizona,Mouse,ネズミ
